month_paid,payment_authority,payment_library,bill_reason,payment_type,number_of_payments,system_paid,real_amount_paid
2017-07,Somerset,Shepton Mallet Library,HOLD,CASH,120,130,130
2017-07,Somerset,Shepton Mallet Library,HOLD,FORGIVEN,0,0,0
2017-07,Somerset,Shepton Mallet Library,ILL,CASH,0,0,0
2017-07,Somerset,Shepton Mallet Library,LOST,CANCEL,10,60,0
2017-07,Somerset,Shepton Mallet Library,LOST,CASH,0,30,30
2017-07,Somerset,Shepton Mallet Library,LOST,DEBITCARD,0,10,10
2017-07,Somerset,Shepton Mallet Library,LOST,FORGIVEN,0,20,0
2017-07,Somerset,Shepton Mallet Library,LOSTCARD,CASH,0,0,0
2017-07,Somerset,Shepton Mallet Library,LOSTCARD,DEBITCARD,0,0,0
2017-07,Somerset,Shepton Mallet Library,OVERDUE,CASH,200,90,90
2017-07,Somerset,Shepton Mallet Library,OVERDUE,DEBITCARD,40,80,80
2017-07,Somerset,Shepton Mallet Library,OVERDUE,FORGIVEN,10,20,0
2017-07,Somerset,Shepton Mallet Library,OVERDUEX,DEBITCARD,0,0,0
2017-07,Somerset,Shepton Mallet Library,PROCESSFEE,CASH,0,0,0
2017-07,Somerset,Shepton Mallet Library,PROCESSFEE,DEBITCARD,0,0,0
2017-07,Somerset,Somerton Library,CHARGE,CANCEL,10,20,0
2017-07,Somerset,Somerton Library,CHARGE,CASH,60,120,120
2017-07,Somerset,Somerton Library,CHARGE,VOUCH,0,10,10
2017-07,Somerset,Somerton Library,GROUP,CANCEL,0,10,0
2017-07,Somerset,Somerton Library,GROUP,CASH,10,30,30
2017-07,Somerset,Somerton Library,HOLD,CANCEL,0,0,0
2017-07,Somerset,Somerton Library,HOLD,CASH,110,100,100
2017-07,Somerset,Somerton Library,HOLD,FORGIVEN,0,0,0
2017-07,Somerset,Somerton Library,LOST,CANCEL,0,0,0
2017-07,Somerset,Somerton Library,OVERDUE,CANCEL,60,130,0
2017-07,Somerset,Somerton Library,OVERDUE,CASH,130,80,80
2017-07,Somerset,Somerton Library,OVERDUE,FORGIVEN,20,20,0
2017-07,Somerset,South Petherton Library,CHARGE,CASH,10,10,10
2017-07,Somerset,South Petherton Library,HOLD,CANCEL,0,0,0
2017-07,Somerset,South Petherton Library,HOLD,CASH,40,40,40
2017-07,Somerset,South Petherton Library,LOSTCARD,CASH,0,0,0
2017-07,Somerset,South Petherton Library,OVERDUE,CANCEL,10,10,0
2017-07,Somerset,South Petherton Library,OVERDUE,CASH,30,10,10
2017-07,Somerset,South Petherton Library,OVERDUE,FORGIVEN,0,0,0
2017-07,Somerset,Street Library,CHARGE,CANCEL,0,0,0
2017-07,Somerset,Street Library,CHARGE,CASH,120,210,210
2017-07,Somerset,Street Library,CHARGE,DEBITCARD,20,40,40
2017-07,Somerset,Street Library,CHARGE,FORGIVEN,0,0,0
2017-07,Somerset,Street Library,CHARGE,NONE,0,0,0
2017-07,Somerset,Street Library,GROUP,CASH,0,10,10
2017-07,Somerset,Street Library,HOLD,CANCEL,10,10,0
2017-07,Somerset,Street Library,HOLD,CASH,110,110,110
2017-07,Somerset,Street Library,HOLD,DEBITCARD,10,10,10
2017-07,Somerset,Street Library,HOLD,FORGIVEN,0,0,0
2017-07,Somerset,Street Library,HOLDX,CANCEL,0,0,0
2017-07,Somerset,Street Library,HOLDX,CASH,0,0,0
2017-07,Somerset,Street Library,LOST,CANCEL,30,160,0
2017-07,Somerset,Street Library,LOST,CASH,10,20,20
2017-07,Somerset,Street Library,LOST,FORGIVEN,0,0,0
2017-07,Somerset,Street Library,LOSTCARD,CASH,0,0,0
2017-07,Somerset,Street Library,OVERDUE,CANCEL,20,0,0
2017-07,Somerset,Street Library,OVERDUE,CASH,230,210,210
2017-07,Somerset,Street Library,OVERDUE,DEBITCARD,30,100,100
2017-07,Somerset,Street Library,OVERDUE,FORGIVEN,10,20,0
2017-07,Somerset,Street Library,OVERDUEX,CASH,0,0,0
2017-07,Somerset,Street Library,SALEVAT,DEBITCARD,0,0,0
2017-07,Somerset,Sunningdale Library,CHARGE,CASH,0,10,10
2017-07,Somerset,Sunningdale Library,HOLD,CASH,10,10,10
2017-07,Somerset,Sunningdale Library,HOLD,FORGIVEN,0,0,0
2017-07,Somerset,Sunningdale Library,OVERDUE,CASH,30,10,10
2017-07,Somerset,Sunningdale Library,OVERDUE,FORGIVEN,10,0,0
2017-07,Somerset,Taunton Library,BFR,DEBITCARD,0,0,0
2017-07,Somerset,Taunton Library,CHARGE,CANCEL,40,70,0
2017-07,Somerset,Taunton Library,CHARGE,CASH,670,1300,1300
2017-07,Somerset,Taunton Library,CHARGE,CREDITACCT,0,0,0
2017-07,Somerset,Taunton Library,CHARGE,CREDITCARD,10,30,30
2017-07,Somerset,Taunton Library,CHARGE,DEBITCARD,110,190,190
2017-07,Somerset,Taunton Library,CHARGE,FORGIVEN,20,30,0
2017-07,Somerset,Taunton Library,CHARGE,VOUCH,0,0,0
2017-07,Somerset,Taunton Library,CHARGEX,CANCEL,10,10,0
2017-07,Somerset,Taunton Library,CHARGEX,CASH,10,10,10
2017-07,Somerset,Taunton Library,CHARGEX,DEBITCARD,20,10,10
2017-07,Somerset,Taunton Library,CHARGEX,FORGIVEN,0,0,0
2017-07,Somerset,Taunton Library,CREDIT,CANCEL,0,0,0
2017-07,Somerset,Taunton Library,CREDIT,CASH,10,0,0
2017-07,Somerset,Taunton Library,CREDIT,CREDITCARD,0,0,0
2017-07,Somerset,Taunton Library,CREDIT,DEBITCARD,0,0,0
2017-07,Somerset,Taunton Library,CREDIT,FORGIVEN,0,0,0
2017-07,Somerset,Taunton Library,DAMAGE,CHEQUE,0,10,10
2017-07,Somerset,Taunton Library,DAMAGE,DEBITCARD,0,0,0
2017-07,Somerset,Taunton Library,GROUP,CASH,10,70,70
2017-07,Somerset,Taunton Library,GROUP,DEBITCARD,0,0,0
2017-07,Somerset,Taunton Library,HOLD,CANCEL,10,10,0
2017-07,Somerset,Taunton Library,HOLD,CASH,460,450,450
2017-07,Somerset,Taunton Library,HOLD,DEBITCARD,40,30,30
2017-07,Somerset,Taunton Library,HOLD,FORGIVEN,10,10,0
2017-07,Somerset,Taunton Library,HOLDX,CANCEL,0,0,0
2017-07,Somerset,Taunton Library,HOLDX,CASH,0,0,0
2017-07,Somerset,Taunton Library,HOLDX,FORGIVEN,0,0,0
2017-07,Somerset,Taunton Library,ILL,CASH,0,0,0
2017-07,Somerset,Taunton Library,LOST,CANCEL,130,730,0
2017-07,Somerset,Taunton Library,LOST,CASH,10,80,80
2017-07,Somerset,Taunton Library,LOST,DEBITCARD,0,10,10
2017-07,Somerset,Taunton Library,LOSTCARD,CASH,20,40,40
2017-07,Somerset,Taunton Library,LOSTCARD,CREDITCARD,0,0,0
2017-07,Somerset,Taunton Library,LOSTX,CASH,0,10,10
2017-07,Somerset,Taunton Library,OVERDUE,CANCEL,40,80,0
2017-07,Somerset,Taunton Library,OVERDUE,CASH,930,850,850
2017-07,Somerset,Taunton Library,OVERDUE,CREDITACCT,0,0,0
2017-07,Somerset,Taunton Library,OVERDUE,CREDITCARD,60,90,90
2017-07,Somerset,Taunton Library,OVERDUE,DEBITCARD,330,500,500
2017-07,Somerset,Taunton Library,OVERDUE,FORGIVEN,60,100,0
2017-07,Somerset,Taunton Library,OVERDUEX,CASH,10,0,0
2017-07,Somerset,Taunton Library,OVERDUEX,CREDITCARD,0,10,10
2017-07,Somerset,Taunton Library,OVERDUEX,DEBITCARD,10,20,20
2017-07,Somerset,Taunton Library,SALENOVAT,CANCEL,0,0,0
2017-07,Somerset,Taunton Library,SALENOVAT,CASH,0,0,0
2017-07,Somerset,Taunton Library,SALENOVAT,DEBITCARD,0,0,0
2017-07,Somerset,Taunton Library,SALEVAT,CASH,0,0,0
2017-07,Somerset,Taunton Mobile,CHARGE,FORGIVEN,0,0,0
2017-07,Somerset,Taunton Mobile,HOLD,FORGIVEN,0,0,0
2017-07,Somerset,Taunton Mobile,HOLDX,FORGIVEN,0,0,0
2017-07,Somerset,Taunton Mobile,LOST,CANCEL,10,70,0
2017-07,Somerset,Taunton Mobile,LOST,FORGIVEN,10,20,0
2017-07,Somerset,Taunton Mobile,OVERDUE,FORGIVEN,10,10,0
2017-07,Somerset,Watchet Library,CHARGE,CASH,20,30,30
2017-07,Somerset,Watchet Library,CHARGE,VOUCH,0,0,0
2017-07,Somerset,Watchet Library,HOLD,CASH,20,20,20
2017-07,Somerset,Watchet Library,LOST,CANCEL,0,20,0
2017-07,Somerset,Watchet Library,LOSTCARD,CASH,0,0,0
2017-07,Somerset,Watchet Library,LOSTX,FORGIVEN,0,10,0
2017-07,Somerset,Watchet Library,OVERDUE,CASH,30,10,10
2017-07,Somerset,Watchet Library,OVERDUE,FORGIVEN,0,10,0
2017-07,Somerset,Wellington Library,CHARGE,CANCEL,10,20,0
2017-07,Somerset,Wellington Library,CHARGE,CASH,150,300,300
2017-07,Somerset,Wellington Library,CHARGE,DEBITCARD,0,0,0
2017-07,Somerset,Wellington Library,CHARGE,FORGIVEN,0,0,0
2017-07,Somerset,Wellington Library,CHARGEX,CASH,0,0,0
2017-07,Somerset,Wellington Library,CREDIT,CASH,0,0,0
2017-07,Somerset,Wellington Library,GROUP,CASH,10,30,30
2017-07,Somerset,Wellington Library,GROUP,FORGIVEN,0,10,0
2017-07,Somerset,Wellington Library,HOLD,CANCEL,10,10,0
2017-07,Somerset,Wellington Library,HOLD,CASH,130,140,140
2017-07,Somerset,Wellington Library,HOLD,FORGIVEN,10,0,0
2017-07,Somerset,Wellington Library,HOLDX,CANCEL,0,0,0
2017-07,Somerset,Wellington Library,HOLDX,CASH,0,0,0
2017-07,Somerset,Wellington Library,LOST,CANCEL,20,160,0
2017-07,Somerset,Wellington Library,LOST,CASH,10,50,50
2017-07,Somerset,Wellington Library,LOSTCARD,CASH,10,10,10
2017-07,Somerset,Wellington Library,LOSTX,CASH,0,10,10
2017-07,Somerset,Wellington Library,LOSTX,FORGIVEN,10,40,0
2017-07,Somerset,Wellington Library,OVERDUE,CANCEL,30,70,0
2017-07,Somerset,Wellington Library,OVERDUE,CASH,230,210,210
2017-07,Somerset,Wellington Library,OVERDUE,CREDITACCT,0,0,0
2017-07,Somerset,Wellington Library,OVERDUE,DEBITCARD,40,70,70
2017-07,Somerset,Wellington Library,OVERDUE,FORGIVEN,50,60,0
2017-07,Somerset,Wellington Library,OVERDUEX,CASH,0,0,0
2017-07,Somerset,Wellington Library,PROCESSFEE,CASH,0,0,0
2017-07,Somerset,Wells Library,BFR,CASH,0,0,0
2017-07,Somerset,Wells Library,CHARGE,CANCEL,0,10,0
2017-07,Somerset,Wells Library,CHARGE,CASH,290,590,590
2017-07,Somerset,Wells Library,CHARGE,CREDITCARD,10,10,10
2017-07,Somerset,Wells Library,CHARGE,DEBITCARD,30,60,60
2017-07,Somerset,Wells Library,CHARGE,FORGIVEN,0,10,0
2017-07,Somerset,Wells Library,CREDIT,CASH,0,0,0
2017-07,Somerset,Wells Library,DAMAGE,CASH,0,10,10
2017-07,Somerset,Wells Library,GROUP,CASH,10,40,40
2017-07,Somerset,Wells Library,HOLD,CANCEL,0,0,0
2017-07,Somerset,Wells Library,HOLD,CASH,230,240,240
2017-07,Somerset,Wells Library,HOLD,CREDITCARD,10,10,10
2017-07,Somerset,Wells Library,HOLD,DEBITCARD,10,10,10
2017-07,Somerset,Wells Library,HOLD,FORGIVEN,0,0,0
2017-07,Somerset,Wells Library,HOLDX,CANCEL,0,0,0
2017-07,Somerset,Wells Library,HOLDX,CASH,0,0,0
2017-07,Somerset,Wells Library,HOLDX,DEBITCARD,0,10,10
2017-07,Somerset,Wells Library,LOST,CANCEL,30,120,0
2017-07,Somerset,Wells Library,LOST,CASH,10,30,30
2017-07,Somerset,Wells Library,LOSTCARD,CASH,20,40,40
2017-07,Somerset,Wells Library,OVERDUE,CANCEL,0,0,0
2017-07,Somerset,Wells Library,OVERDUE,CASH,480,390,390
2017-07,Somerset,Wells Library,OVERDUE,CREDITACCT,0,0,0
2017-07,Somerset,Wells Library,OVERDUE,CREDITCARD,0,0,0
2017-07,Somerset,Wells Library,OVERDUE,DEBITCARD,70,100,100
2017-07,Somerset,Wells Library,OVERDUE,FORGIVEN,30,100,0
2017-07,Somerset,Wells Library,OVERDUEX,CASH,0,0,0
2017-07,Somerset,Wells Library,PROCESSFEE,CASH,0,0,0
2017-07,Somerset,Wells Library,SALEVAT,DEBITCARD,0,0,0
2017-07,Somerset,Williton Library,CHARGE,CANCEL,0,0,0
2017-07,Somerset,Williton Library,CHARGE,CASH,50,120,120
2017-07,Somerset,Williton Library,CHARGE,FORGIVEN,10,10,0
2017-07,Somerset,Williton Library,CHARGE,VOUCH,0,0,0
2017-07,Somerset,Williton Library,GROUP,CASH,0,20,20
2017-07,Somerset,Williton Library,HOLD,CASH,70,70,70
2017-07,Somerset,Williton Library,HOLD,FORGIVEN,0,0,0
2017-07,Somerset,Williton Library,LOST,CANCEL,10,40,0
2017-07,Somerset,Williton Library,LOST,CASH,0,20,20
2017-07,Somerset,Williton Library,LOST,DEBITCARD,0,0,0
2017-07,Somerset,Williton Library,LOSTCARD,CASH,0,0,0
2017-07,Somerset,Williton Library,OVERDUE,CANCEL,10,0,0
2017-07,Somerset,Williton Library,OVERDUE,CASH,110,70,70
2017-07,Somerset,Williton Library,OVERDUE,DEBITCARD,10,20,20
2017-07,Somerset,Williton Library,OVERDUE,FORGIVEN,10,10,0
2017-07,Somerset,Williton Library,OVERDUEX,CASH,0,0,0
2017-07,Somerset,Williton Library,PROCESSFEE,CASH,0,0,0
2017-07,Somerset,Wincanton Library,CHARGE,CANCEL,0,0,0
2017-07,Somerset,Wincanton Library,CHARGE,CASH,70,150,150
2017-07,Somerset,Wincanton Library,CHARGE,CREDITCARD,0,0,0
2017-07,Somerset,Wincanton Library,CHARGE,FORGIVEN,0,0,0
2017-07,Somerset,Wincanton Library,GROUP,CASH,10,30,30
2017-07,Somerset,Wincanton Library,HOLD,CASH,130,140,140
2017-07,Somerset,Wincanton Library,HOLD,FORGIVEN,0,0,0
2017-07,Somerset,Wincanton Library,LOST,CANCEL,10,30,0
2017-07,Somerset,Wincanton Library,LOST,CASH,0,0,0
2017-07,Somerset,Wincanton Library,LOST,CREDITCARD,0,0,0
2017-07,Somerset,Wincanton Library,LOSTCARD,CASH,10,10,10
2017-07,Somerset,Wincanton Library,OVERDUE,CASH,160,100,100
2017-07,Somerset,Wincanton Library,OVERDUE,CREDITCARD,0,0,0
2017-07,Somerset,Wincanton Library,OVERDUE,FORGIVEN,20,10,0
2017-07,Somerset,Wincanton Library,PROCESSFEE,CASH,0,0,0
2017-07,Somerset,Wiveliscombe Library,CHARGE,CASH,10,20,20
2017-07,Somerset,Wiveliscombe Library,CHARGE,FORGIVEN,10,20,0
2017-07,Somerset,Wiveliscombe Library,CHARGEX,FORGIVEN,0,10,0
2017-07,Somerset,Wiveliscombe Library,GROUP,CASH,0,20,20
2017-07,Somerset,Wiveliscombe Library,HOLD,CASH,70,80,80
2017-07,Somerset,Wiveliscombe Library,HOLD,FORGIVEN,10,10,0
2017-07,Somerset,Wiveliscombe Library,LOST,CANCEL,0,10,0
2017-07,Somerset,Wiveliscombe Library,LOST,CASH,0,0,0
2017-07,Somerset,Wiveliscombe Library,OVERDUE,CANCEL,10,90,0
2017-07,Somerset,Wiveliscombe Library,OVERDUE,CASH,70,60,60
2017-07,Somerset,Wiveliscombe Library,OVERDUE,FORGIVEN,10,10,0
2017-07,Somerset,Wiveliscombe Library,OVERDUEX,FORGIVEN,10,10,0
2017-07,Somerset,Yeovil Library,BFR,CANCEL,0,10,0
2017-07,Somerset,Yeovil Library,BFR,CASH,0,10,10
2017-07,Somerset,Yeovil Library,BFR,DEBITCARD,0,20,20
2017-07,Somerset,Yeovil Library,CHARGE,CANCEL,30,50,0
2017-07,Somerset,Yeovil Library,CHARGE,CASH,330,600,600
2017-07,Somerset,Yeovil Library,CHARGE,CREDITCARD,0,0,0
2017-07,Somerset,Yeovil Library,CHARGE,DEBITCARD,10,20,20
2017-07,Somerset,Yeovil Library,CHARGE,FORGIVEN,10,10,0
2017-07,Somerset,Yeovil Library,CHARGE,VOUCH,0,0,0
2017-07,Somerset,Yeovil Library,CHARGEX,CANCEL,0,10,0
2017-07,Somerset,Yeovil Library,CHARGEX,CASH,0,0,0
2017-07,Somerset,Yeovil Library,CHARGEX,FORGIVEN,10,20,0
2017-07,Somerset,Yeovil Library,CREDIT,CASH,0,0,0
2017-07,Somerset,Yeovil Library,DAMAGE,CASH,0,20,20
2017-07,Somerset,Yeovil Library,DAMAGE,DEBITCARD,0,0,0
2017-07,Somerset,Yeovil Library,DAMAGE,FORGIVEN,0,10,0
2017-07,Somerset,Yeovil Library,GROUP,CASH,10,40,40
2017-07,Somerset,Yeovil Library,GROUP,FORGIVEN,0,10,0
2017-07,Somerset,Yeovil Library,HOLD,CANCEL,0,0,0
2017-07,Somerset,Yeovil Library,HOLD,CASH,220,220,220
2017-07,Somerset,Yeovil Library,HOLD,DEBITCARD,0,0,0
2017-07,Somerset,Yeovil Library,HOLD,FORGIVEN,10,10,0
2017-07,Somerset,Yeovil Library,HOLDX,CANCEL,0,0,0
2017-07,Somerset,Yeovil Library,HOLDX,CASH,0,0,0
2017-07,Somerset,Yeovil Library,HOLDX,FORGIVEN,0,0,0
2017-07,Somerset,Yeovil Library,LOST,CANCEL,70,320,0
2017-07,Somerset,Yeovil Library,LOST,CASH,10,30,30
2017-07,Somerset,Yeovil Library,LOST,CREDITCARD,0,10,10
2017-07,Somerset,Yeovil Library,LOST,DEBITCARD,0,10,10
2017-07,Somerset,Yeovil Library,LOST,FORGIVEN,0,20,0
2017-07,Somerset,Yeovil Library,LOSTCARD,CASH,0,10,10
2017-07,Somerset,Yeovil Library,LOSTX,CANCEL,0,10,0
2017-07,Somerset,Yeovil Library,OVERDUE,CANCEL,40,130,0
2017-07,Somerset,Yeovil Library,OVERDUE,CASH,800,550,550
2017-07,Somerset,Yeovil Library,OVERDUE,CREDITACCT,0,0,0
2017-07,Somerset,Yeovil Library,OVERDUE,CREDITCARD,30,40,40
2017-07,Somerset,Yeovil Library,OVERDUE,DEBITCARD,100,120,120
2017-07,Somerset,Yeovil Library,OVERDUE,FORGIVEN,120,180,0
2017-07,Somerset,Yeovil Library,OVERDUEX,CANCEL,0,30,0
2017-07,Somerset,Yeovil Library,OVERDUEX,CASH,10,10,10
2017-07,Somerset,Yeovil Library,OVERDUEX,FORGIVEN,0,0,0
2017-07,Somerset,Yeovil Library,PROCESSFEE,CANCEL,0,0,0
2017-07,Somerset,Yeovil Library,PROCESSFEE,CASH,0,0,0
2017-07,Somerset,Yeovil Library,PROCESSFEE,CREDITCARD,0,0,0
2017-07,Somerset,Yeovil Library,PROCESSFEE,FORGIVEN,0,0,0
2017-07,Somerset,Yeovil Library,SALENOVAT,CASH,0,10,10
2017-07,Somerset,Yeovil Library,SALENOVAT,DEBITCARD,0,0,0
2017-07,Somerset,Yeovil Library,SALEVAT,DEBITCARD,0,0,0
2017-07,South Gloucestershire,Bradley Stoke Library,CHARGE,CANCEL,10,20,0
2017-07,South Gloucestershire,Bradley Stoke Library,CHARGE,CASH,390,450,450
2017-07,South Gloucestershire,Bradley Stoke Library,CHARGE,FORGIVEN,20,20,0
2017-07,South Gloucestershire,Bradley Stoke Library,CHARGE,VOUCH,0,0,0
2017-07,South Gloucestershire,Bradley Stoke Library,CHARGEX,CASH,0,0,0
2017-07,South Gloucestershire,Bradley Stoke Library,CHARGEX,FORGIVEN,0,0,0
2017-07,South Gloucestershire,Bradley Stoke Library,CREDIT,CANCEL,0,0,0
2017-07,South Gloucestershire,Bradley Stoke Library,CREDIT,CASH,0,0,0
2017-07,South Gloucestershire,Bradley Stoke Library,GROUP,CANCEL,0,0,0
2017-07,South Gloucestershire,Bradley Stoke Library,GROUP,CASH,10,20,20
2017-07,South Gloucestershire,Bradley Stoke Library,HOLD,CANCEL,10,10,0
2017-07,South Gloucestershire,Bradley Stoke Library,HOLD,CASH,130,100,100
2017-07,South Gloucestershire,Bradley Stoke Library,HOLD,FORGIVEN,0,0,0
2017-07,South Gloucestershire,Bradley Stoke Library,HOLDX,CANCEL,0,0,0
2017-07,South Gloucestershire,Bradley Stoke Library,HOLDX,CASH,0,0,0
2017-07,South Gloucestershire,Bradley Stoke Library,HOLDX,FORGIVEN,0,0,0
2017-07,South Gloucestershire,Bradley Stoke Library,LOST,CANCEL,150,730,0
2017-07,South Gloucestershire,Bradley Stoke Library,LOST,CASH,10,30,30
2017-07,South Gloucestershire,Bradley Stoke Library,OVERDUE,CANCEL,40,60,0
2017-07,South Gloucestershire,Bradley Stoke Library,OVERDUE,CASH,340,330,330
2017-07,South Gloucestershire,Bradley Stoke Library,OVERDUE,FORGIVEN,30,50,0
2017-07,South Gloucestershire,Bradley Stoke Library,OVERDUEX,CANCEL,0,0,0
2017-07,South Gloucestershire,Bradley Stoke Library,OVERDUEX,CASH,0,0,0
2017-07,South Gloucestershire,Bradley Stoke Library,OVERDUEX,FORGIVEN,0,0,0
2017-07,South Gloucestershire,Bradley Stoke Library,PROCESSFEE,CASH,0,0,0
2017-07,South Gloucestershire,Bradley Stoke Library,SALENOVAT,CANCEL,10,0,0
2017-07,South Gloucestershire,Bradley Stoke Library,SALENOVAT,CASH,0,0,0
2017-07,South Gloucestershire,Bradley Stoke Library,SALENOVAT,FORGIVEN,0,0,0
2017-07,South Gloucestershire,Cadbury Heath Library,CHARGE,CANCEL,0,10,0
2017-07,South Gloucestershire,Cadbury Heath Library,CHARGE,CASH,50,50,50
2017-07,South Gloucestershire,Cadbury Heath Library,CHARGE,FORGIVEN,10,10,0
2017-07,South Gloucestershire,Cadbury Heath Library,CREDIT,CASH,0,0,0
2017-07,South Gloucestershire,Cadbury Heath Library,GROUP,CASH,0,10,10
2017-07,South Gloucestershire,Cadbury Heath Library,HOLD,CASH,40,30,30
2017-07,South Gloucestershire,Cadbury Heath Library,HOLD,FORGIVEN,0,0,0
2017-07,South Gloucestershire,Cadbury Heath Library,LOST,CANCEL,20,110,0
2017-07,South Gloucestershire,Cadbury Heath Library,OVERDUE,CANCEL,10,10,0
2017-07,South Gloucestershire,Cadbury Heath Library,OVERDUE,CASH,50,50,50
2017-07,South Gloucestershire,Cadbury Heath Library,OVERDUE,FORGIVEN,50,130,0
2017-07,South Gloucestershire,Cadbury Heath Library,SALENOVAT,CASH,0,0,0
2017-07,South Gloucestershire,Cadbury Heath Library,SALENOVAT,FORGIVEN,0,0,0
2017-07,South Gloucestershire,Chipping Sodbury Library,CHARGE,CANCEL,0,0,0
2017-07,South Gloucestershire,Chipping Sodbury Library,CHARGE,CASH,40,40,40
2017-07,South Gloucestershire,Chipping Sodbury Library,CHARGE,FORGIVEN,0,0,0
2017-07,South Gloucestershire,Chipping Sodbury Library,HOLD,CANCEL,0,0,0
2017-07,South Gloucestershire,Chipping Sodbury Library,HOLD,CASH,70,40,40
2017-07,South Gloucestershire,Chipping Sodbury Library,HOLD,FORGIVEN,10,10,0
2017-07,South Gloucestershire,Chipping Sodbury Library,LOST,CANCEL,0,10,0
2017-07,South Gloucestershire,Chipping Sodbury Library,OVERDUE,CANCEL,0,0,0
2017-07,South Gloucestershire,Chipping Sodbury Library,OVERDUE,CASH,30,20,20
2017-07,South Gloucestershire,Chipping Sodbury Library,OVERDUE,FORGIVEN,0,10,0
2017-07,South Gloucestershire,Chipping Sodbury Library,SALENOVAT,CASH,0,0,0
2017-07,South Gloucestershire,Downend Library,CHARGE,CANCEL,20,20,0
2017-07,South Gloucestershire,Downend Library,CHARGE,CASH,170,190,190
2017-07,South Gloucestershire,Downend Library,CHARGE,FORGIVEN,10,10,0
2017-07,South Gloucestershire,Downend Library,CHARGEX,FORGIVEN,0,0,0
2017-07,South Gloucestershire,Downend Library,CREDIT,CASH,0,0,0
2017-07,South Gloucestershire,Downend Library,DAMAGE,CASH,0,0,0
2017-07,South Gloucestershire,Downend Library,GROUP,CASH,0,10,10
2017-07,South Gloucestershire,Downend Library,HOLD,CANCEL,10,10,0
2017-07,South Gloucestershire,Downend Library,HOLD,CASH,100,80,80
2017-07,South Gloucestershire,Downend Library,HOLD,FORGIVEN,0,0,0
2017-07,South Gloucestershire,Downend Library,HOLDX,CANCEL,0,0,0
2017-07,South Gloucestershire,Downend Library,LOST,CANCEL,150,830,0
2017-07,South Gloucestershire,Downend Library,LOST,CASH,0,10,10
2017-07,South Gloucestershire,Downend Library,LOST,FORGIVEN,10,20,0
2017-07,South Gloucestershire,Downend Library,OVERDUE,CANCEL,40,130,0
2017-07,South Gloucestershire,Downend Library,OVERDUE,CASH,180,140,140
2017-07,South Gloucestershire,Downend Library,OVERDUE,DEBITCARD,0,0,0
2017-07,South Gloucestershire,Downend Library,OVERDUE,FORGIVEN,20,20,0
2017-07,South Gloucestershire,Downend Library,OVERDUE,NONE,0,0,0
2017-07,South Gloucestershire,Downend Library,SALENOVAT,CANCEL,10,0,0
2017-07,South Gloucestershire,Downend Library,SALENOVAT,CASH,0,0,0
2017-07,South Gloucestershire,Emersons Green Library,CHARGE,CANCEL,10,20,0
2017-07,South Gloucestershire,Emersons Green Library,CHARGE,CASH,180,210,210
2017-07,South Gloucestershire,Emersons Green Library,CHARGE,FORGIVEN,0,10,0
2017-07,South Gloucestershire,Emersons Green Library,CHARGE,VOUCH,0,0,0
2017-07,South Gloucestershire,Emersons Green Library,CHARGEX,CANCEL,0,0,0
2017-07,South Gloucestershire,Emersons Green Library,CHARGEX,CASH,0,0,0
2017-07,South Gloucestershire,Emersons Green Library,GROUP,CANCEL,0,0,0
2017-07,South Gloucestershire,Emersons Green Library,GROUP,CASH,0,0,0
2017-07,South Gloucestershire,Emersons Green Library,HOLD,CANCEL,10,0,0
2017-07,South Gloucestershire,Emersons Green Library,HOLD,CASH,60,50,50
2017-07,South Gloucestershire,Emersons Green Library,HOLD,FORGIVEN,0,0,0
2017-07,South Gloucestershire,Emersons Green Library,HOLDX,FORGIVEN,0,0,0
2017-07,South Gloucestershire,Emersons Green Library,LOST,CANCEL,140,590,0
2017-07,South Gloucestershire,Emersons Green Library,LOST,CASH,0,10,10
2017-07,South Gloucestershire,Emersons Green Library,LOST,FORGIVEN,0,10,0
2017-07,South Gloucestershire,Emersons Green Library,OVERDUE,CANCEL,20,40,0
2017-07,South Gloucestershire,Emersons Green Library,OVERDUE,CASH,130,110,110
2017-07,South Gloucestershire,Emersons Green Library,OVERDUE,FORGIVEN,10,40,0
2017-07,South Gloucestershire,Emersons Green Library,OVERDUEX,CANCEL,0,0,0
2017-07,South Gloucestershire,Emersons Green Library,PROCESSFEE,CASH,0,0,0
2017-07,South Gloucestershire,Emersons Green Library,SALENOVAT,CASH,0,0,0
2017-07,South Gloucestershire,Filton Library,CHARGE,CANCEL,10,10,0
2017-07,South Gloucestershire,Filton Library,CHARGE,CASH,70,80,80
2017-07,South Gloucestershire,Filton Library,CHARGE,FORGIVEN,0,20,0
2017-07,South Gloucestershire,Filton Library,CHARGE,VOUCH,0,0,0
2017-07,South Gloucestershire,Filton Library,GROUP,CASH,0,20,20
2017-07,South Gloucestershire,Filton Library,HOLD,CANCEL,0,10,0
2017-07,South Gloucestershire,Filton Library,HOLD,CASH,40,30,30
2017-07,South Gloucestershire,Filton Library,HOLD,FORGIVEN,0,0,0
2017-07,South Gloucestershire,Filton Library,HOLD,VOUCH,0,0,0
2017-07,South Gloucestershire,Filton Library,HOLDX,CANCEL,0,0,0
2017-07,South Gloucestershire,Filton Library,LOST,CANCEL,70,290,0
2017-07,South Gloucestershire,Filton Library,LOST,CASH,0,0,0
