month_paid,payment_authority,payment_library,bill_reason,payment_type,number_of_payments,system_paid,real_amount_paid
2017-07,Poole,Hamworthy Library,LOSTCARD,CASH,0,0,0
2017-07,Poole,Hamworthy Library,OVERDUE,CANCEL,20,120,0
2017-07,Poole,Hamworthy Library,OVERDUE,CASH,60,60,60
2017-07,Poole,Hamworthy Library,OVERDUE,DEBITCARD,10,10,10
2017-07,Poole,Hamworthy Library,OVERDUE,FORGIVEN,10,40,0
2017-07,Poole,Hamworthy Library,OVERDUEX,CANCEL,20,30,0
2017-07,Poole,Hamworthy Library,OVERDUEX,CASH,10,0,0
2017-07,Poole,Hamworthy Library,OVERDUEX,FORGIVEN,0,10,0
2017-07,Poole,Oakdale Library,CHARGE,CANCEL,0,0,0
2017-07,Poole,Oakdale Library,CHARGE,CASH,40,60,60
2017-07,Poole,Oakdale Library,HOLD,CANCEL,0,0,0
2017-07,Poole,Oakdale Library,HOLD,CASH,30,30,30
2017-07,Poole,Oakdale Library,OVERDUE,CASH,100,140,140
2017-07,Poole,Oakdale Library,OVERDUE,FORGIVEN,20,20,0
2017-07,Poole,Oakdale Library,OVERDUEX,CASH,10,0,0
2017-07,Poole,Oakdale Library,OVERDUEX,FORGIVEN,0,0,0
2017-07,Poole,Parkstone Library,CHARGE,CANCEL,0,0,0
2017-07,Poole,Parkstone Library,CHARGE,CASH,60,90,90
2017-07,Poole,Parkstone Library,CHARGE,FORGIVEN,0,0,0
2017-07,Poole,Parkstone Library,HOLD,CANCEL,0,0,0
2017-07,Poole,Parkstone Library,HOLD,CASH,60,60,60
2017-07,Poole,Parkstone Library,HOLD,FORGIVEN,0,0,0
2017-07,Poole,Parkstone Library,OVERDUE,CANCEL,10,20,0
2017-07,Poole,Parkstone Library,OVERDUE,CASH,110,80,80
2017-07,Poole,Parkstone Library,OVERDUE,FORGIVEN,10,20,0
2017-07,Poole,Parkstone Library,OVERDUEX,CANCEL,0,10,0
2017-07,Poole,Poole Central Library,CHARGE,CASH,340,510,510
2017-07,Poole,Poole Central Library,CHARGE,FORGIVEN,10,20,0
2017-07,Poole,Poole Central Library,CHARGE,NONE,0,0,0
2017-07,Poole,Poole Central Library,CHARGE,VOUCH,10,10,10
2017-07,Poole,Poole Central Library,HOLD,CASH,180,180,180
2017-07,Poole,Poole Central Library,LOST,CANCEL,0,0,0
2017-07,Poole,Poole Central Library,LOST,CASH,0,10,10
2017-07,Poole,Poole Central Library,LOSTCARD,CASH,0,0,0
2017-07,Poole,Poole Central Library,MISC,FORGIVEN,0,0,0
2017-07,Poole,Poole Central Library,OVERDUE,CANCEL,10,10,0
2017-07,Poole,Poole Central Library,OVERDUE,CASH,540,670,670
2017-07,Poole,Poole Central Library,OVERDUE,FORGIVEN,90,140,0
2017-07,Poole,Poole Central Library,OVERDUEX,CANCEL,10,20,0
2017-07,Poole,Poole Central Library,OVERDUEX,CASH,70,190,190
2017-07,Poole,Poole Central Library,OVERDUEX,FORGIVEN,10,10,0
2017-07,Poole,Poole Central Library,PRIVILEGE,CASH,0,0,0
2017-07,Poole,Rossmore Library,CHARGE,CASH,40,50,50
2017-07,Poole,Rossmore Library,CHARGE,FORGIVEN,0,0,0
2017-07,Poole,Rossmore Library,CHARGE,VOUCH,0,0,0
2017-07,Poole,Rossmore Library,HOLD,CASH,30,30,30
2017-07,Poole,Rossmore Library,OVERDUE,CANCEL,40,150,0
2017-07,Poole,Rossmore Library,OVERDUE,CASH,120,130,130
2017-07,Poole,Rossmore Library,OVERDUE,FORGIVEN,50,280,0
2017-07,Poole,Rossmore Library,OVERDUEX,CANCEL,10,10,0
2017-07,Poole,Rossmore Library,OVERDUEX,CASH,10,20,20
2017-07,Poole,Rossmore Library,OVERDUEX,FORGIVEN,10,40,0
2017-07,Somerset,Bishops Lydeard Library,CHARGE,CASH,10,10,10
2017-07,Somerset,Bishops Lydeard Library,HOLD,CASH,20,20,20
2017-07,Somerset,Bishops Lydeard Library,LOST,CANCEL,0,20,0
2017-07,Somerset,Bishops Lydeard Library,OVERDUE,CASH,20,10,10
2017-07,Somerset,Bridgwater Library,CHARGE,CANCEL,10,10,0
2017-07,Somerset,Bridgwater Library,CHARGE,CASH,150,300,300
2017-07,Somerset,Bridgwater Library,CHARGE,CREDITCARD,0,10,10
2017-07,Somerset,Bridgwater Library,CHARGE,DEBITCARD,10,10,10
2017-07,Somerset,Bridgwater Library,CHARGE,FORGIVEN,20,30,0
2017-07,Somerset,Bridgwater Library,CHARGEX,CASH,0,0,0
2017-07,Somerset,Bridgwater Library,CHARGEX,FORGIVEN,0,0,0
2017-07,Somerset,Bridgwater Library,CREDIT,CASH,0,0,0
2017-07,Somerset,Bridgwater Library,GROUP,CANCEL,0,10,0
2017-07,Somerset,Bridgwater Library,GROUP,CASH,0,10,10
2017-07,Somerset,Bridgwater Library,HOLD,CANCEL,0,10,0
2017-07,Somerset,Bridgwater Library,HOLD,CASH,140,140,140
2017-07,Somerset,Bridgwater Library,HOLD,CREDITCARD,0,0,0
2017-07,Somerset,Bridgwater Library,HOLDX,CASH,0,0,0
2017-07,Somerset,Bridgwater Library,LOST,CANCEL,20,120,0
2017-07,Somerset,Bridgwater Library,LOST,CASH,0,10,10
2017-07,Somerset,Bridgwater Library,LOST,DEBITCARD,0,20,20
2017-07,Somerset,Bridgwater Library,LOST,FORGIVEN,0,0,0
2017-07,Somerset,Bridgwater Library,LOST,VOUCH,0,0,0
2017-07,Somerset,Bridgwater Library,LOSTCARD,CASH,10,20,20
2017-07,Somerset,Bridgwater Library,LOSTX,CANCEL,0,20,0
2017-07,Somerset,Bridgwater Library,OVERDUE,CANCEL,40,40,0
2017-07,Somerset,Bridgwater Library,OVERDUE,CASH,350,260,260
2017-07,Somerset,Bridgwater Library,OVERDUE,CREDITACCT,0,0,0
2017-07,Somerset,Bridgwater Library,OVERDUE,DEBITCARD,20,30,30
2017-07,Somerset,Bridgwater Library,OVERDUE,FORGIVEN,40,60,0
2017-07,Somerset,Bridgwater Library,OVERDUEX,CANCEL,0,0,0
2017-07,Somerset,Bridgwater Library,OVERDUEX,FORGIVEN,0,10,0
2017-07,Somerset,Bridgwater Library,SALEVAT,CANCEL,0,0,0
2017-07,Somerset,Bridgwater Library,SALEVAT,CASH,0,0,0
2017-07,Somerset,Bridgwater Library,SALEVAT,DEBITCARD,0,10,10
2017-07,Somerset,Bruton Library,CHARGE,CASH,0,10,10
2017-07,Somerset,Bruton Library,CHARGE,FORGIVEN,0,10,0
2017-07,Somerset,Bruton Library,HOLD,CANCEL,0,0,0
2017-07,Somerset,Bruton Library,HOLD,CASH,20,20,20
2017-07,Somerset,Bruton Library,HOLD,NONE,0,0,0
2017-07,Somerset,Bruton Library,LOST,CANCEL,20,70,0
2017-07,Somerset,Bruton Library,LOST,CASH,0,10,10
2017-07,Somerset,Bruton Library,LOST,DEBITCARD,0,20,20
2017-07,Somerset,Bruton Library,LOSTCARD,CASH,0,0,0
2017-07,Somerset,Bruton Library,OVERDUE,CANCEL,0,0,0
2017-07,Somerset,Bruton Library,OVERDUE,CASH,80,40,40
2017-07,Somerset,Bruton Library,OVERDUE,FORGIVEN,0,0,0
2017-07,Somerset,Bruton Library,OVERDUE,NONE,0,0,0
2017-07,Somerset,Bruton Library,PROCESSFEE,CASH,0,0,0
2017-07,Somerset,Bruton Library,PROCESSFEE,DEBITCARD,0,0,0
2017-07,Somerset,Burnham Library,CHARGE,CANCEL,10,30,0
2017-07,Somerset,Burnham Library,CHARGE,CASH,150,290,290
2017-07,Somerset,Burnham Library,CHARGE,CREDITCARD,10,10,10
2017-07,Somerset,Burnham Library,CHARGE,DEBITCARD,0,10,10
2017-07,Somerset,Burnham Library,CHARGE,FORGIVEN,0,0,0
2017-07,Somerset,Burnham Library,CHARGEX,CASH,0,0,0
2017-07,Somerset,Burnham Library,CREDIT,CASH,0,0,0
2017-07,Somerset,Burnham Library,DAMAGE,CASH,0,0,0
2017-07,Somerset,Burnham Library,GROUP,CASH,0,20,20
2017-07,Somerset,Burnham Library,HOLD,CANCEL,0,0,0
2017-07,Somerset,Burnham Library,HOLD,CASH,160,160,160
2017-07,Somerset,Burnham Library,HOLD,CREDITCARD,10,10,10
2017-07,Somerset,Burnham Library,HOLD,DEBITCARD,0,0,0
2017-07,Somerset,Burnham Library,HOLD,FORGIVEN,0,0,0
2017-07,Somerset,Burnham Library,HOLDX,CASH,0,0,0
2017-07,Somerset,Burnham Library,LOST,CANCEL,20,140,0
2017-07,Somerset,Burnham Library,LOST,CASH,0,10,10
2017-07,Somerset,Burnham Library,LOST,FORGIVEN,0,10,0
2017-07,Somerset,Burnham Library,LOSTCARD,CASH,20,30,30
2017-07,Somerset,Burnham Library,LOSTCARD,FORGIVEN,0,0,0
2017-07,Somerset,Burnham Library,LOSTX,FORGIVEN,0,20,0
2017-07,Somerset,Burnham Library,OVERDUE,CANCEL,0,0,0
2017-07,Somerset,Burnham Library,OVERDUE,CASH,280,230,230
2017-07,Somerset,Burnham Library,OVERDUE,CREDITCARD,0,0,0
2017-07,Somerset,Burnham Library,OVERDUE,DEBITCARD,10,30,30
2017-07,Somerset,Burnham Library,OVERDUE,FORGIVEN,30,20,0
2017-07,Somerset,Burnham Library,OVERDUEX,CASH,0,0,0
2017-07,Somerset,Burnham Library,OVERDUEX,FORGIVEN,0,10,0
2017-07,Somerset,Burnham Library,PROCESSFEE,CASH,0,0,0
2017-07,Somerset,Burnham Library,SALEVAT,CANCEL,0,0,0
2017-07,Somerset,Burnham Library,SALEVAT,FORGIVEN,0,10,0
2017-07,Somerset,Castle Cary Library,CHARGE,CASH,20,30,30
2017-07,Somerset,Castle Cary Library,GROUP,CASH,0,10,10
2017-07,Somerset,Castle Cary Library,HOLD,CANCEL,0,0,0
2017-07,Somerset,Castle Cary Library,HOLD,CASH,40,40,40
2017-07,Somerset,Castle Cary Library,HOLD,DEBITCARD,0,0,0
2017-07,Somerset,Castle Cary Library,HOLD,FORGIVEN,0,0,0
2017-07,Somerset,Castle Cary Library,OVERDUE,CASH,60,40,40
2017-07,Somerset,Castle Cary Library,OVERDUE,DEBITCARD,0,10,10
2017-07,Somerset,Castle Cary Library,OVERDUE,FORGIVEN,10,10,0
2017-07,Somerset,Castle Cary Library,PROCESSFEE,CASH,0,0,0
2017-07,Somerset,Chard Library,CHARGE,CASH,70,150,150
2017-07,Somerset,Chard Library,CREDIT,CASH,0,0,0
2017-07,Somerset,Chard Library,GROUP,CASH,10,40,40
2017-07,Somerset,Chard Library,HOLD,CANCEL,0,0,0
2017-07,Somerset,Chard Library,HOLD,CASH,130,120,120
2017-07,Somerset,Chard Library,HOLD,DEBITCARD,10,10,10
2017-07,Somerset,Chard Library,HOLD,FORGIVEN,0,0,0
2017-07,Somerset,Chard Library,LOST,CANCEL,20,90,0
2017-07,Somerset,Chard Library,LOST,CASH,0,0,0
2017-07,Somerset,Chard Library,LOSTCARD,CASH,10,10,10
2017-07,Somerset,Chard Library,OVERDUE,CANCEL,0,20,0
2017-07,Somerset,Chard Library,OVERDUE,CASH,280,150,150
2017-07,Somerset,Chard Library,OVERDUE,DEBITCARD,60,40,40
2017-07,Somerset,Chard Library,OVERDUE,FORGIVEN,0,10,0
2017-07,Somerset,Chard Library,OVERDUEX,CASH,0,0,0
2017-07,Somerset,Cheddar Library,CHARGE,CANCEL,10,10,0
2017-07,Somerset,Cheddar Library,CHARGE,CASH,60,120,120
2017-07,Somerset,Cheddar Library,CHARGE,FORGIVEN,10,10,0
2017-07,Somerset,Cheddar Library,CHARGE,VOUCH,0,0,0
2017-07,Somerset,Cheddar Library,GROUP,CASH,0,20,20
2017-07,Somerset,Cheddar Library,HOLD,CANCEL,0,0,0
2017-07,Somerset,Cheddar Library,HOLD,CASH,80,100,100
2017-07,Somerset,Cheddar Library,HOLD,FORGIVEN,10,10,0
2017-07,Somerset,Cheddar Library,LOST,CANCEL,20,80,0
2017-07,Somerset,Cheddar Library,LOSTCARD,CASH,0,10,10
2017-07,Somerset,Cheddar Library,OVERDUE,CANCEL,0,0,0
2017-07,Somerset,Cheddar Library,OVERDUE,CASH,90,80,80
2017-07,Somerset,Cheddar Library,OVERDUE,FORGIVEN,20,20,0
2017-07,Somerset,Cheddar Library,SALEVAT,CASH,0,0,0
2017-07,Somerset,Crewkerne Library,CHARGE,CANCEL,10,20,0
2017-07,Somerset,Crewkerne Library,CHARGE,CASH,110,240,240
2017-07,Somerset,Crewkerne Library,CHARGE,FORGIVEN,0,0,0
2017-07,Somerset,Crewkerne Library,GROUP,CASH,0,20,20
2017-07,Somerset,Crewkerne Library,HOLD,CANCEL,0,0,0
2017-07,Somerset,Crewkerne Library,HOLD,CASH,130,130,130
2017-07,Somerset,Crewkerne Library,LOST,CANCEL,20,70,0
2017-07,Somerset,Crewkerne Library,LOSTCARD,CASH,0,10,10
2017-07,Somerset,Crewkerne Library,OVERDUE,CANCEL,20,20,0
2017-07,Somerset,Crewkerne Library,OVERDUE,CASH,260,170,170
2017-07,Somerset,Crewkerne Library,OVERDUE,FORGIVEN,40,110,0
2017-07,Somerset,Crewkerne Library,OVERDUEX,CASH,0,0,0
2017-07,Somerset,Dulverton Library,CHARGE,CANCEL,0,0,0
2017-07,Somerset,Dulverton Library,CHARGE,CASH,20,40,40
2017-07,Somerset,Dulverton Library,CHARGEX,CANCEL,0,0,0
2017-07,Somerset,Dulverton Library,GROUP,CASH,0,10,10
2017-07,Somerset,Dulverton Library,HOLD,CASH,50,50,50
2017-07,Somerset,Dulverton Library,HOLD,CREDITCARD,0,0,0
2017-07,Somerset,Dulverton Library,HOLDX,CASH,0,0,0
2017-07,Somerset,Dulverton Library,LOST,CANCEL,0,20,0
2017-07,Somerset,Dulverton Library,LOST,CASH,0,10,10
2017-07,Somerset,Dulverton Library,LOST,CREDITCARD,0,10,10
2017-07,Somerset,Dulverton Library,LOSTCARD,CASH,0,0,0
2017-07,Somerset,Dulverton Library,OVERDUE,CANCEL,0,0,0
2017-07,Somerset,Dulverton Library,OVERDUE,CASH,50,50,50
2017-07,Somerset,Dulverton Library,OVERDUE,CREDITCARD,10,10,10
2017-07,Somerset,Dulverton Library,OVERDUE,DEBITCARD,10,10,10
2017-07,Somerset,Dulverton Library,OVERDUE,FORGIVEN,0,0,0
2017-07,Somerset,Frome Library,CHARGE,CANCEL,20,30,0
2017-07,Somerset,Frome Library,CHARGE,CASH,530,960,960
2017-07,Somerset,Frome Library,CHARGE,DEBITCARD,60,120,120
2017-07,Somerset,Frome Library,CHARGE,FORGIVEN,20,30,0
2017-07,Somerset,Frome Library,CHARGEX,CANCEL,0,0,0
2017-07,Somerset,Frome Library,CHARGEX,CASH,0,0,0
2017-07,Somerset,Frome Library,CHARGEX,DEBITCARD,0,10,10
2017-07,Somerset,Frome Library,CREDIT,CASH,10,0,0
2017-07,Somerset,Frome Library,GROUP,CANCEL,0,10,0
2017-07,Somerset,Frome Library,GROUP,CASH,10,80,80
2017-07,Somerset,Frome Library,GROUP,FORGIVEN,0,10,0
2017-07,Somerset,Frome Library,HOLD,CANCEL,0,0,0
2017-07,Somerset,Frome Library,HOLD,CASH,210,200,200
2017-07,Somerset,Frome Library,HOLD,DEBITCARD,30,20,20
2017-07,Somerset,Frome Library,HOLD,FORGIVEN,0,0,0
2017-07,Somerset,Frome Library,HOLDX,CASH,0,10,10
2017-07,Somerset,Frome Library,LOST,CANCEL,50,220,0
2017-07,Somerset,Frome Library,LOST,CASH,10,80,80
2017-07,Somerset,Frome Library,LOST,CHEQUE,0,20,20
2017-07,Somerset,Frome Library,LOST,CREDITCARD,0,10,10
2017-07,Somerset,Frome Library,LOST,DEBITCARD,0,20,20
2017-07,Somerset,Frome Library,LOSTCARD,CANCEL,0,0,0
2017-07,Somerset,Frome Library,LOSTCARD,CASH,20,30,30
2017-07,Somerset,Frome Library,LOSTCARD,CREDITACCT,0,0,0
2017-07,Somerset,Frome Library,OVERDUE,CANCEL,20,30,0
2017-07,Somerset,Frome Library,OVERDUE,CASH,700,550,550
2017-07,Somerset,Frome Library,OVERDUE,CREDITACCT,0,0,0
2017-07,Somerset,Frome Library,OVERDUE,CREDITCARD,10,10,10
2017-07,Somerset,Frome Library,OVERDUE,DEBITCARD,280,280,280
2017-07,Somerset,Frome Library,OVERDUE,FORGIVEN,40,50,0
2017-07,Somerset,Frome Library,OVERDUE,NONE,0,0,0
2017-07,Somerset,Frome Library,OVERDUEX,CASH,10,10,10
2017-07,Somerset,Frome Library,OVERDUEX,DEBITCARD,0,0,0
2017-07,Somerset,Frome Library,PROCESSFEE,CASH,0,0,0
2017-07,Somerset,Frome Library,SALEVAT,CASH,0,10,10
2017-07,Somerset,Glastonbury Library,BFR,CASH,0,0,0
2017-07,Somerset,Glastonbury Library,BFR,DEBITCARD,0,10,10
2017-07,Somerset,Glastonbury Library,BFR,FORGIVEN,0,20,0
2017-07,Somerset,Glastonbury Library,CHARGE,CANCEL,10,10,0
2017-07,Somerset,Glastonbury Library,CHARGE,CASH,180,400,400
2017-07,Somerset,Glastonbury Library,CHARGE,DEBITCARD,20,40,40
2017-07,Somerset,Glastonbury Library,CHARGE,FORGIVEN,10,10,0
2017-07,Somerset,Glastonbury Library,CHARGEX,CASH,0,0,0
2017-07,Somerset,Glastonbury Library,GROUP,CASH,0,10,10
2017-07,Somerset,Glastonbury Library,HOLD,CANCEL,0,0,0
2017-07,Somerset,Glastonbury Library,HOLD,CASH,120,120,120
2017-07,Somerset,Glastonbury Library,HOLDX,CANCEL,0,0,0
2017-07,Somerset,Glastonbury Library,LOST,CANCEL,20,140,0
2017-07,Somerset,Glastonbury Library,LOST,CASH,0,10,10
2017-07,Somerset,Glastonbury Library,LOST,DEBITCARD,0,20,20
2017-07,Somerset,Glastonbury Library,LOST,FORGIVEN,0,10,0
2017-07,Somerset,Glastonbury Library,LOSTCARD,CASH,10,10,10
2017-07,Somerset,Glastonbury Library,LOSTX,FORGIVEN,0,10,0
2017-07,Somerset,Glastonbury Library,OVERDUE,CANCEL,10,10,0
2017-07,Somerset,Glastonbury Library,OVERDUE,CASH,230,210,210
2017-07,Somerset,Glastonbury Library,OVERDUE,DEBITCARD,40,40,40
2017-07,Somerset,Glastonbury Library,OVERDUE,FORGIVEN,20,20,0
2017-07,Somerset,Glastonbury Library,PROCESSFEE,CASH,0,0,0
2017-07,Somerset,Glastonbury Library,SALEVAT,CASH,0,0,0
2017-07,Somerset,Highbridge Library,CHARGE,CASH,0,0,0
2017-07,Somerset,Highbridge Library,HOLD,CASH,20,20,20
2017-07,Somerset,Highbridge Library,LOSTCARD,CASH,0,10,10
2017-07,Somerset,Highbridge Library,OVERDUE,CANCEL,0,0,0
2017-07,Somerset,Highbridge Library,OVERDUE,CASH,20,20,20
2017-07,Somerset,Highbridge Library,OVERDUE,FORGIVEN,0,10,0
2017-07,Somerset,Ilminster Library,CHARGE,CASH,10,10,10
2017-07,Somerset,Ilminster Library,CHARGEX,CASH,0,0,0
2017-07,Somerset,Ilminster Library,GROUP,CASH,0,10,10
2017-07,Somerset,Ilminster Library,HOLD,CASH,70,80,80
2017-07,Somerset,Ilminster Library,LOST,CANCEL,10,20,0
2017-07,Somerset,Ilminster Library,LOSTCARD,CASH,0,0,0
2017-07,Somerset,Ilminster Library,OVERDUE,CANCEL,10,20,0
2017-07,Somerset,Ilminster Library,OVERDUE,CASH,90,50,50
2017-07,Somerset,Langport Library,CHARGE,CANCEL,10,20,0
2017-07,Somerset,Langport Library,CHARGE,CASH,130,270,270
2017-07,Somerset,Langport Library,CHARGE,FORGIVEN,0,0,0
2017-07,Somerset,Langport Library,CHARGE,VOUCH,0,10,10
2017-07,Somerset,Langport Library,GROUP,CANCEL,0,10,0
2017-07,Somerset,Langport Library,GROUP,CASH,10,50,50
2017-07,Somerset,Langport Library,HOLD,CANCEL,10,10,0
2017-07,Somerset,Langport Library,HOLD,CASH,110,110,110
2017-07,Somerset,Langport Library,HOLD,FORGIVEN,0,0,0
2017-07,Somerset,Langport Library,HOLDX,CASH,0,0,0
2017-07,Somerset,Langport Library,LOST,CANCEL,50,250,0
2017-07,Somerset,Langport Library,LOST,CASH,0,0,0
2017-07,Somerset,Langport Library,LOST,FORGIVEN,0,0,0
2017-07,Somerset,Langport Library,OVERDUE,CANCEL,30,50,0
2017-07,Somerset,Langport Library,OVERDUE,CASH,230,210,210
2017-07,Somerset,Langport Library,OVERDUE,FORGIVEN,30,40,0
2017-07,Somerset,Langport Library,OVERDUEX,CASH,0,0,0
2017-07,Somerset,Martock Library,CHARGE,CANCEL,0,10,0
2017-07,Somerset,Martock Library,CHARGE,CASH,60,120,120
2017-07,Somerset,Martock Library,CHARGE,FORGIVEN,0,0,0
2017-07,Somerset,Martock Library,GROUP,CASH,10,30,30
2017-07,Somerset,Martock Library,HOLD,CANCEL,0,0,0
2017-07,Somerset,Martock Library,HOLD,CASH,50,50,50
2017-07,Somerset,Martock Library,HOLD,FORGIVEN,0,0,0
2017-07,Somerset,Martock Library,LOST,CANCEL,10,20,0
2017-07,Somerset,Martock Library,LOST,CASH,0,10,10
2017-07,Somerset,Martock Library,LOSTCARD,CASH,0,10,10
2017-07,Somerset,Martock Library,LOSTX,CANCEL,0,0,0
2017-07,Somerset,Martock Library,LOSTX,FORGIVEN,0,10,0
2017-07,Somerset,Martock Library,OVERDUE,CANCEL,10,10,0
2017-07,Somerset,Martock Library,OVERDUE,CASH,140,110,110
2017-07,Somerset,Martock Library,OVERDUE,CREDITACCT,0,0,0
2017-07,Somerset,Martock Library,OVERDUE,FORGIVEN,10,10,0
2017-07,Somerset,Martock Library,OVERDUE,NONE,10,10,10
2017-07,Somerset,Martock Library,OVERDUEX,FORGIVEN,10,30,0
2017-07,Somerset,Martock Library,PROCESSFEE,CANCEL,0,0,0
2017-07,Somerset,Milborne Port Library,CHARGE,CASH,10,20,20
2017-07,Somerset,Milborne Port Library,GROUP,CASH,0,10,10
2017-07,Somerset,Milborne Port Library,HOLD,CANCEL,0,0,0
2017-07,Somerset,Milborne Port Library,HOLD,CASH,30,30,30
2017-07,Somerset,Milborne Port Library,LOSTCARD,CASH,0,0,0
2017-07,Somerset,Milborne Port Library,OVERDUE,CASH,20,10,10
2017-07,Somerset,Milborne Port Library,OVERDUE,FORGIVEN,0,0,0
2017-07,Somerset,Minehead Library,CHARGE,CANCEL,0,10,0
2017-07,Somerset,Minehead Library,CHARGE,CASH,140,280,280
2017-07,Somerset,Minehead Library,CHARGE,DEBITCARD,10,10,10
2017-07,Somerset,Minehead Library,CHARGE,FORGIVEN,0,10,0
2017-07,Somerset,Minehead Library,CHARGEX,CASH,0,0,0
2017-07,Somerset,Minehead Library,CHARGEX,FORGIVEN,0,0,0
2017-07,Somerset,Minehead Library,CREDIT,CASH,0,0,0
2017-07,Somerset,Minehead Library,GROUP,CANCEL,0,10,0
2017-07,Somerset,Minehead Library,GROUP,CASH,10,30,30
2017-07,Somerset,Minehead Library,HOLD,CASH,190,200,200
2017-07,Somerset,Minehead Library,HOLD,FORGIVEN,0,0,0
2017-07,Somerset,Minehead Library,HOLDX,CASH,10,0,0
2017-07,Somerset,Minehead Library,LOST,CANCEL,10,60,0
2017-07,Somerset,Minehead Library,LOST,CASH,0,20,20
2017-07,Somerset,Minehead Library,LOSTCARD,CASH,0,10,10
2017-07,Somerset,Minehead Library,OVERDUE,CASH,320,230,230
2017-07,Somerset,Minehead Library,OVERDUE,DEBITCARD,0,10,10
2017-07,Somerset,Minehead Library,OVERDUE,FORGIVEN,10,20,0
2017-07,Somerset,Minehead Library,OVERDUEX,CASH,0,0,0
2017-07,Somerset,Minehead Library,PROCESSFEE,CASH,0,0,0
2017-07,Somerset,Minehead Library,SALEVAT,CASH,0,0,0
2017-07,Somerset,Nether Stowey Library,CHARGE,CASH,10,10,10
2017-07,Somerset,Nether Stowey Library,HOLD,CASH,30,30,30
2017-07,Somerset,Nether Stowey Library,LOST,CANCEL,10,60,0
2017-07,Somerset,Nether Stowey Library,OVERDUE,CASH,50,30,30
2017-07,Somerset,Nether Stowey Library,OVERDUE,FORGIVEN,0,0,0
2017-07,Somerset,Nether Stowey Library,OVERDUEX,CASH,0,0,0
2017-07,Somerset,North Petherton Library,CHARGE,CANCEL,0,0,0
2017-07,Somerset,North Petherton Library,CHARGE,CASH,10,10,10
2017-07,Somerset,North Petherton Library,CHARGE,DEBITCARD,0,10,10
2017-07,Somerset,North Petherton Library,CHARGEX,DEBITCARD,0,10,10
2017-07,Somerset,North Petherton Library,GROUP,CASH,0,10,10
2017-07,Somerset,North Petherton Library,HOLD,CANCEL,0,0,0
2017-07,Somerset,North Petherton Library,HOLD,CASH,30,30,30
2017-07,Somerset,North Petherton Library,HOLD,FORGIVEN,0,0,0
2017-07,Somerset,North Petherton Library,LOST,CANCEL,10,40,0
2017-07,Somerset,North Petherton Library,OVERDUE,CANCEL,0,0,0
2017-07,Somerset,North Petherton Library,OVERDUE,CASH,30,30,30
2017-07,Somerset,North Petherton Library,OVERDUE,DEBITCARD,10,10,10
2017-07,Somerset,North Petherton Library,OVERDUE,FORGIVEN,0,10,0
2017-07,Somerset,North Petherton Library,OVERDUEX,CASH,0,0,0
2017-07,Somerset,North Petherton Library,OVERDUEX,DEBITCARD,0,10,10
2017-07,Somerset,Performing Arts Library Yeovil,CHARGE,CASH,0,0,0
2017-07,Somerset,Performing Arts Library Yeovil,CREDIT,CASH,0,0,0
2017-07,Somerset,Performing Arts Library Yeovil,HOLDX,CASH,0,0,0
2017-07,Somerset,Performing Arts Library Yeovil,OVERDUE,CASH,30,20,20
2017-07,Somerset,Performing Arts Library Yeovil,OVERDUE,DEBITCARD,10,10,10
2017-07,Somerset,Porlock Library,CHARGE,CANCEL,0,0,0
2017-07,Somerset,Porlock Library,CHARGE,CASH,20,40,40
2017-07,Somerset,Porlock Library,GROUP,CASH,0,20,20
2017-07,Somerset,Porlock Library,HOLD,CASH,20,30,30
2017-07,Somerset,Porlock Library,OVERDUE,CASH,20,10,10
2017-07,Somerset,Priorswood Library,CHARGE,CANCEL,0,0,0
2017-07,Somerset,Priorswood Library,CHARGE,CASH,20,30,30
2017-07,Somerset,Priorswood Library,CHARGE,DEBITCARD,0,10,10
2017-07,Somerset,Priorswood Library,CHARGEX,CASH,0,0,0
2017-07,Somerset,Priorswood Library,CHARGEX,FORGIVEN,0,0,0
2017-07,Somerset,Priorswood Library,GROUP,CASH,0,10,10
2017-07,Somerset,Priorswood Library,HOLD,CANCEL,0,0,0
2017-07,Somerset,Priorswood Library,HOLD,CASH,30,20,20
2017-07,Somerset,Priorswood Library,LOST,CANCEL,0,0,0
2017-07,Somerset,Priorswood Library,LOST,CASH,0,10,10
2017-07,Somerset,Priorswood Library,LOSTCARD,CANCEL,0,0,0
2017-07,Somerset,Priorswood Library,LOSTCARD,CASH,0,0,0
2017-07,Somerset,Priorswood Library,LOSTX,DEBITCARD,0,0,0
2017-07,Somerset,Priorswood Library,LOSTX,FORGIVEN,0,20,0
2017-07,Somerset,Priorswood Library,OVERDUE,CASH,160,60,60
2017-07,Somerset,Priorswood Library,OVERDUE,FORGIVEN,10,10,0
2017-07,Somerset,Priorswood Library,OVERDUEX,DEBITCARD,0,20,20
2017-07,Somerset,Shepton Mallet Library,CHARGE,CASH,60,110,110
2017-07,Somerset,Shepton Mallet Library,CHARGE,DEBITCARD,0,10,10
2017-07,Somerset,Shepton Mallet Library,CHARGE,FORGIVEN,0,0,0
2017-07,Somerset,Shepton Mallet Library,CHARGE,VOUCH,0,0,0
2017-07,Somerset,Shepton Mallet Library,CREDIT,CASH,0,0,0
2017-07,Somerset,Shepton Mallet Library,GROUP,CASH,10,40,40
2017-07,Somerset,Shepton Mallet Library,GROUP,FORGIVEN,0,10,0
