month_billed,bill_authority,bill_library,item_type,bill_reason,number_of_bills,total_billed
2021-01,Somerset,Taunton Library,Large Print - Adult Fiction,OVERDUE,6,32.4
2021-01,Somerset,Taunton Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2021-01,Somerset,Taunton Library,U DVD Standard,CHARGE,*,*
2021-01,Somerset,Taunton Library,YA / Teen Fiction,HOLD,5,5
2021-01,Somerset,Taunton Library,YA / Teen Fiction,LOST,*,*
2021-01,Somerset,Taunton Library,YA / Teen Fiction,OVERDUE,8,4.20
2021-01,Somerset,Wellington Library,Adult Fiction,OVERDUE,*,*
2021-01,Somerset,Wellington Library,Adult Non Fiction,OVERDUE,*,*
2021-01,Somerset,Wellington Library,Adult Spoken Word,CHARGE,*,*
2021-01,Somerset,Wellington Library,Child Fiction,OVERDUE,*,*
2021-01,Somerset,Wellington Library,Child Spoken Word,CHARGE,*,*
2021-01,Somerset,Wellington Library,Child Spoken Word,OVERDUE,*,*
2021-01,Somerset,Wells Library,12 DVD Standard,CHARGE,*,*
2021-01,Somerset,Wells Library,15 DVD Standard,CHARGE,*,*
2021-01,Somerset,Wells Library,Adult Fiction,OVERDUE,*,*
2021-01,Somerset,Wells Library,Adult Non Fiction,OVERDUE,7,2.0
2021-01,Somerset,Wells Library,Adult Spoken Word,CHARGE,*,*
2021-01,Somerset,Wells Library,Child Fiction,OVERDUE,26,19.50
2021-01,Somerset,Wells Library,Child Non Fiction,OVERDUE,*,*
2021-01,Somerset,Wells Library,PG DVD Standard,CHARGE,*,*
2021-01,Somerset,Wells Library,PG DVD Standard,OVERDUE,*,*
2021-01,Somerset,Wells Library,U DVD Standard,CHARGE,*,*
2021-01,Somerset,Wells Library,U DVD Standard,OVERDUE,*,*
2021-01,Somerset,Wells Library,YA / Teen Fiction,OVERDUE,*,*
2021-01,Somerset,Williton Library,Adult Fiction,OVERDUE,7,1.6
2021-01,Somerset,Williton Library,Child Spoken Word,CHARGE,*,*
2021-01,Somerset,Wincanton Library,Adult Non Fiction,OVERDUE,*,*
2021-01,Somerset,Wincanton Library,Child Fiction,OVERDUE,*,*
2021-01,Somerset,Wincanton Library,Child Non Fiction,OVERDUE,*,*
2021-01,Somerset,Wiveliscombe Library,Adult Fiction,OVERDUE,*,*
2021-01,Somerset,Wiveliscombe Library,Adult Non Fiction,OVERDUE,*,*
2021-01,Somerset,Wiveliscombe Library,Adult Spoken Word,CHARGE,*,*
2021-01,Somerset,Wiveliscombe Library,Adult Spoken Word,OVERDUE,*,*
2021-01,Somerset,Wiveliscombe Library,Child Fiction,OVERDUE,*,*
2021-01,Somerset,Wiveliscombe Library,YA / Teen Fiction,OVERDUE,*,*
2021-01,Somerset,Yeovil Library,12 DVD Standard,CHARGE,*,*
2021-01,Somerset,Yeovil Library,12 DVD Standard,HOLD,*,*
2021-01,Somerset,Yeovil Library,15 DVD Standard,CHARGE,*,*
2021-01,Somerset,Yeovil Library,15 DVD Standard,HOLD,*,*
2021-01,Somerset,Yeovil Library,18 DVD Standard,CHARGE,*,*
2021-01,Somerset,Yeovil Library,18 DVD Standard,HOLD,*,*
2021-01,Somerset,Yeovil Library,Adult Fiction,HOLD,75,74.5
2021-01,Somerset,Yeovil Library,Adult Fiction,LOST,7,63
2021-01,Somerset,Yeovil Library,Adult Fiction,OVERDUE,22,17.0
2021-01,Somerset,Yeovil Library,Adult Graphic Novel,HOLD,*,*
2021-01,Somerset,Yeovil Library,Adult Graphic Novel,LOST,*,*
2021-01,Somerset,Yeovil Library,Adult Non Fiction,HOLD,39,38.5
2021-01,Somerset,Yeovil Library,Adult Non Fiction,LOST,*,*
2021-01,Somerset,Yeovil Library,Adult Non Fiction,OVERDUE,18,23.0
2021-01,Somerset,Yeovil Library,Adult Spoken Word,CHARGE,15,32
2021-01,Somerset,Yeovil Library,Adult Spoken Word,HOLD,*,*
2021-01,Somerset,Yeovil Library,Boxed Set 12 DVD,CHARGE,*,*
2021-01,Somerset,Yeovil Library,Boxed Set 18 DVD,CHARGE,*,*
2021-01,Somerset,Yeovil Library,Boxed Set 18 DVD,HOLD,*,*
2021-01,Somerset,Yeovil Library,Child Fiction,HOLD,*,*
2021-01,Somerset,Yeovil Library,Child Fiction,LOST,17,85
2021-01,Somerset,Yeovil Library,Child Fiction,OVERDUE,49,24.10
2021-01,Somerset,Yeovil Library,Child Non Fiction,HOLD,*,*
2021-01,Somerset,Yeovil Library,Child Non Fiction,LOST,13,65
2021-01,Somerset,Yeovil Library,Child Non Fiction,OVERDUE,*,*
2021-01,Somerset,Yeovil Library,Child Spoken Word,OVERDUE,*,*
2021-01,Somerset,Yeovil Library,ILL,HOLD,*,*
2021-01,Somerset,Yeovil Library,Language Course,CHARGE,*,*
2021-01,Somerset,Yeovil Library,Large Print - Adult Fiction,HOLD,*,*
2021-01,Somerset,Yeovil Library,Large Print - Adult Fiction,LOST,*,*
2021-01,Somerset,Yeovil Library,Large Print - Adult Non Fiction,HOLD,*,*
2021-01,Somerset,Yeovil Library,Large Print - Adult Non Fiction,LOST,*,*
2021-01,Somerset,Yeovil Library,Music CD,CHARGE,*,*
2021-01,Somerset,Yeovil Library,Music CD,HOLD,*,*
2021-01,Somerset,Yeovil Library,PG DVD Standard,CHARGE,*,*
2021-01,Somerset,Yeovil Library,YA / Teen Fiction,HOLD,*,*
2021-01,Somerset,Yeovil Library,YA / Teen Fiction,LOST,*,*
2021-01,Somerset,Yeovil Library,YA / Teen Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Bradley Stoke Library,12 DVD Standard,CHARGE,*,*
2021-01,South Gloucestershire,Bradley Stoke Library,12 DVD Standard,HOLD,*,*
2021-01,South Gloucestershire,Bradley Stoke Library,12 DVD Standard,OVERDUE,*,*
2021-01,South Gloucestershire,Bradley Stoke Library,15 DVD Standard,CHARGE,*,*
2021-01,South Gloucestershire,Bradley Stoke Library,Adult Fiction,HOLD,10,7.5
2021-01,South Gloucestershire,Bradley Stoke Library,Adult Fiction,OVERDUE,22,12.6
2021-01,South Gloucestershire,Bradley Stoke Library,Adult Non Fiction,HOLD,*,*
2021-01,South Gloucestershire,Bradley Stoke Library,Adult Non Fiction,OVERDUE,28,19.4
2021-01,South Gloucestershire,Bradley Stoke Library,Adult Spoken Word,OVERDUE,8,4.2
2021-01,South Gloucestershire,Bradley Stoke Library,B.O.P.,OVERDUE,*,*
2021-01,South Gloucestershire,Bradley Stoke Library,Boxed Set 15 DVD,CHARGE,*,*
2021-01,South Gloucestershire,Bradley Stoke Library,Boxed Set 15 DVD,OVERDUE,*,*
2021-01,South Gloucestershire,Bradley Stoke Library,Child Fiction,HOLD,*,*
2021-01,South Gloucestershire,Bradley Stoke Library,Child Fiction,OVERDUE,82,59.8
2021-01,South Gloucestershire,Bradley Stoke Library,Child Non Fiction,OVERDUE,6,3.0
2021-01,South Gloucestershire,Bradley Stoke Library,Large Print - Adult Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Bradley Stoke Library,Large Print - Children,OVERDUE,*,*
2021-01,South Gloucestershire,Bradley Stoke Library,Music Score,OVERDUE,*,*
2021-01,South Gloucestershire,Bradley Stoke Library,PG DVD Standard,CHARGE,*,*
2021-01,South Gloucestershire,Bradley Stoke Library,PG DVD Standard,HOLD,*,*
2021-01,South Gloucestershire,Bradley Stoke Library,U DVD Standard,CHARGE,*,*
2021-01,South Gloucestershire,Bradley Stoke Library,U DVD Standard,OVERDUE,*,*
2021-01,South Gloucestershire,Bradley Stoke Library,YA / Teen Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Cadbury Heath Library,Adult Fiction,HOLD,12,7.0
2021-01,South Gloucestershire,Cadbury Heath Library,Adult Fiction,OVERDUE,18,11.8
2021-01,South Gloucestershire,Cadbury Heath Library,Adult Non Fiction,HOLD,6,4.0
2021-01,South Gloucestershire,Cadbury Heath Library,Adult Non Fiction,OVERDUE,9,6.4
2021-01,South Gloucestershire,Cadbury Heath Library,Adult Spoken Word,OVERDUE,*,*
2021-01,South Gloucestershire,Cadbury Heath Library,Boxed Set 15 DVD,CHARGE,*,*
2021-01,South Gloucestershire,Cadbury Heath Library,Child Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Cadbury Heath Library,Large Print - Adult Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Cadbury Heath Library,YA / Teen Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Chipping Sodbury Library,Adult Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Chipping Sodbury Library,Adult Non Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Chipping Sodbury Library,Adult Spoken Word,OVERDUE,*,*
2021-01,South Gloucestershire,Downend Library,12 DVD Standard,CHARGE,*,*
2021-01,South Gloucestershire,Downend Library,12 DVD Standard,OVERDUE,*,*
2021-01,South Gloucestershire,Downend Library,15 DVD Standard,OVERDUE,*,*
2021-01,South Gloucestershire,Downend Library,Adult Fiction,HOLD,37,28.5
2021-01,South Gloucestershire,Downend Library,Adult Fiction,OVERDUE,37,18.6
2021-01,South Gloucestershire,Downend Library,Adult Non Fiction,HOLD,18,14.5
2021-01,South Gloucestershire,Downend Library,Adult Non Fiction,LOST,*,*
2021-01,South Gloucestershire,Downend Library,Adult Non Fiction,OVERDUE,17,29.8
2021-01,South Gloucestershire,Downend Library,Adult Spoken Word,HOLD,*,*
2021-01,South Gloucestershire,Downend Library,Adult Spoken Word,OVERDUE,*,*
2021-01,South Gloucestershire,Downend Library,B.O.P.,OVERDUE,*,*
2021-01,South Gloucestershire,Downend Library,Boxed Set 15 DVD,CHARGE,*,*
2021-01,South Gloucestershire,Downend Library,Boxed Set 15 DVD,HOLD,*,*
2021-01,South Gloucestershire,Downend Library,Child Fiction,HOLD,7,7
2021-01,South Gloucestershire,Downend Library,Child Fiction,LOST,7,35
2021-01,South Gloucestershire,Downend Library,Child Fiction,OVERDUE,13,33.6
2021-01,South Gloucestershire,Downend Library,Child Non Fiction,LOST,*,*
2021-01,South Gloucestershire,Downend Library,Child Non Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Downend Library,Fastrack,OVERDUE,*,*
2021-01,South Gloucestershire,Downend Library,Large Print - Adult Fiction,OVERDUE,14,6.0
2021-01,South Gloucestershire,Downend Library,PG DVD Standard,CHARGE,*,*
2021-01,South Gloucestershire,Downend Library,U DVD Standard,CHARGE,*,*
2021-01,South Gloucestershire,Downend Library,YA / Teen Fiction,HOLD,*,*
2021-01,South Gloucestershire,Downend Library,YA / Teen Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Emersons Green Library,12 DVD Standard,CHARGE,*,*
2021-01,South Gloucestershire,Emersons Green Library,12 DVD Standard,HOLD,*,*
2021-01,South Gloucestershire,Emersons Green Library,15 DVD Standard,CHARGE,*,*
2021-01,South Gloucestershire,Emersons Green Library,15 DVD Standard,HOLD,*,*
2021-01,South Gloucestershire,Emersons Green Library,Adult Fiction,HOLD,39,27.5
2021-01,South Gloucestershire,Emersons Green Library,Adult Fiction,LOST,*,*
2021-01,South Gloucestershire,Emersons Green Library,Adult Fiction,OVERDUE,66,107.4
2021-01,South Gloucestershire,Emersons Green Library,Adult Graphic Novel,OVERDUE,*,*
2021-01,South Gloucestershire,Emersons Green Library,Adult Non Fiction,HOLD,37,25.5
2021-01,South Gloucestershire,Emersons Green Library,Adult Non Fiction,LOST,*,*
2021-01,South Gloucestershire,Emersons Green Library,Adult Non Fiction,OVERDUE,17,18.4
2021-01,South Gloucestershire,Emersons Green Library,Boxed Set 15 DVD,CHARGE,*,*
2021-01,South Gloucestershire,Emersons Green Library,Boxed Set 18 DVD,CHARGE,*,*
2021-01,South Gloucestershire,Emersons Green Library,Child Fiction,HOLD,*,*
2021-01,South Gloucestershire,Emersons Green Library,Child Fiction,LOST,10,52
2021-01,South Gloucestershire,Emersons Green Library,Child Fiction,OVERDUE,12,23.0
2021-01,South Gloucestershire,Emersons Green Library,Child Non Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Emersons Green Library,Fastrack,OVERDUE,*,*
2021-01,South Gloucestershire,Emersons Green Library,Large Print - Adult Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Emersons Green Library,PG DVD Standard,CHARGE,*,*
2021-01,South Gloucestershire,Emersons Green Library,PG DVD Standard,HOLD,*,*
2021-01,South Gloucestershire,Emersons Green Library,PG DVD Standard,OVERDUE,*,*
2021-01,South Gloucestershire,Emersons Green Library,YA / Teen Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Filton Library,Adult Fiction,HOLD,9,5.5
2021-01,South Gloucestershire,Filton Library,Adult Graphic Novel,HOLD,*,*
2021-01,South Gloucestershire,Filton Library,Adult Non Fiction,HOLD,*,*
2021-01,South Gloucestershire,Filton Library,Adult Non Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Filton Library,YA / Teen Fiction,HOLD,*,*
2021-01,South Gloucestershire,Hanham Library,Adult Fiction,HOLD,27,15.5
2021-01,South Gloucestershire,Hanham Library,Adult Fiction,OVERDUE,59,82.6
2021-01,South Gloucestershire,Hanham Library,Adult Non Fiction,HOLD,16,13.5
2021-01,South Gloucestershire,Hanham Library,Adult Non Fiction,LOST,*,*
2021-01,South Gloucestershire,Hanham Library,Adult Non Fiction,OVERDUE,40,62.6
2021-01,South Gloucestershire,Hanham Library,Adult Spoken Word,OVERDUE,5,4.8
2021-01,South Gloucestershire,Hanham Library,Child Fiction,HOLD,*,*
2021-01,South Gloucestershire,Hanham Library,Child Fiction,LOST,*,*
2021-01,South Gloucestershire,Hanham Library,Child Fiction,OVERDUE,29,51.0
2021-01,South Gloucestershire,Hanham Library,Child Non Fiction,LOST,*,*
2021-01,South Gloucestershire,Hanham Library,Child Non Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Hanham Library,Language Course,OVERDUE,*,*
2021-01,South Gloucestershire,Hanham Library,Large Print - Adult Fiction,OVERDUE,21,35.6
2021-01,South Gloucestershire,Hanham Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Hanham Library,Large Print - Children,OVERDUE,*,*
2021-01,South Gloucestershire,Hanham Library,PG DVD Standard,CHARGE,*,*
2021-01,South Gloucestershire,Hanham Library,YA / Teen Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Kingswood Library,12 DVD Standard,CHARGE,*,*
2021-01,South Gloucestershire,Kingswood Library,12 DVD Standard,HOLD,*,*
2021-01,South Gloucestershire,Kingswood Library,15 DVD Standard,CHARGE,*,*
2021-01,South Gloucestershire,Kingswood Library,15 DVD Standard,HOLD,*,*
2021-01,South Gloucestershire,Kingswood Library,Adult Fiction,HOLD,24,17.0
2021-01,South Gloucestershire,Kingswood Library,Adult Fiction,LOST,*,*
2021-01,South Gloucestershire,Kingswood Library,Adult Fiction,OVERDUE,27,57.4
2021-01,South Gloucestershire,Kingswood Library,Adult Non Fiction,HOLD,11,9.0
2021-01,South Gloucestershire,Kingswood Library,Adult Non Fiction,OVERDUE,14,30.8
2021-01,South Gloucestershire,Kingswood Library,Child Fiction,HOLD,6,6
2021-01,South Gloucestershire,Kingswood Library,Child Fiction,LOST,5,25
2021-01,South Gloucestershire,Kingswood Library,Child Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Patchway Library,Adult Fiction,HOLD,40,24.0
2021-01,South Gloucestershire,Patchway Library,Adult Fiction,OVERDUE,30,29.4
2021-01,South Gloucestershire,Patchway Library,Adult Non Fiction,HOLD,12,9.5
2021-01,South Gloucestershire,Patchway Library,Adult Non Fiction,LOST,*,*
2021-01,South Gloucestershire,Patchway Library,Adult Non Fiction,OVERDUE,11,12.6
2021-01,South Gloucestershire,Patchway Library,Adult Spoken Word,HOLD,*,*
2021-01,South Gloucestershire,Patchway Library,Adult Spoken Word,OVERDUE,*,*
2021-01,South Gloucestershire,Patchway Library,B.O.P.,OVERDUE,*,*
2021-01,South Gloucestershire,Patchway Library,Boxed Set 15 DVD,CHARGE,*,*
2021-01,South Gloucestershire,Patchway Library,Boxed Set 15 DVD,HOLD,*,*
2021-01,South Gloucestershire,Patchway Library,Child Fiction,HOLD,11,11
2021-01,South Gloucestershire,Patchway Library,Child Fiction,LOST,*,*
2021-01,South Gloucestershire,Patchway Library,Child Fiction,OVERDUE,20,32.6
2021-01,South Gloucestershire,Patchway Library,Child Non Fiction,HOLD,*,*
2021-01,South Gloucestershire,Patchway Library,Child Non Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Patchway Library,ILL,HOLD,*,*
2021-01,South Gloucestershire,Patchway Library,Large Print - Adult Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Staple Hill Library,12 DVD Standard,CHARGE,*,*
2021-01,South Gloucestershire,Staple Hill Library,Adult Fiction,HOLD,18,11.5
2021-01,South Gloucestershire,Staple Hill Library,Adult Fiction,OVERDUE,36,54.2
2021-01,South Gloucestershire,Staple Hill Library,Adult Non Fiction,HOLD,15,11.5
2021-01,South Gloucestershire,Staple Hill Library,Adult Non Fiction,LOST,*,*
2021-01,South Gloucestershire,Staple Hill Library,Adult Non Fiction,OVERDUE,22,27.0
2021-01,South Gloucestershire,Staple Hill Library,Child Fiction,HOLD,*,*
2021-01,South Gloucestershire,Staple Hill Library,Child Fiction,OVERDUE,27,17.4
2021-01,South Gloucestershire,Staple Hill Library,Child Non Fiction,LOST,*,*
2021-01,South Gloucestershire,Staple Hill Library,Fastrack,OVERDUE,5,8.2
2021-01,South Gloucestershire,Staple Hill Library,Large Print - Adult Fiction,OVERDUE,8,3.2
2021-01,South Gloucestershire,Staple Hill Library,Music CD,CHARGE,*,*
2021-01,South Gloucestershire,Staple Hill Library,PG DVD Standard,CHARGE,*,*
2021-01,South Gloucestershire,Staple Hill Library,PG DVD Standard,OVERDUE,*,*
2021-01,South Gloucestershire,Staple Hill Library,YA / Teen Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Staple Hill Library,YA / Teen Non Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Thornbury Library,12 DVD Standard,LOST,*,*
2021-01,South Gloucestershire,Thornbury Library,15 DVD Standard,CHARGE,*,*
2021-01,South Gloucestershire,Thornbury Library,15 DVD Standard,HOLD,*,*
2021-01,South Gloucestershire,Thornbury Library,15 DVD Standard,LOST,5,60
2021-01,South Gloucestershire,Thornbury Library,18 DVD Standard,LOST,*,*
2021-01,South Gloucestershire,Thornbury Library,Adult Fiction,HOLD,60,38.0
2021-01,South Gloucestershire,Thornbury Library,Adult Fiction,OVERDUE,46,60.0
2021-01,South Gloucestershire,Thornbury Library,Adult Non Fiction,HOLD,41,30.5
2021-01,South Gloucestershire,Thornbury Library,Adult Non Fiction,OVERDUE,12,15.0
2021-01,South Gloucestershire,Thornbury Library,Adult Spoken Word,HOLD,*,*
2021-01,South Gloucestershire,Thornbury Library,Adult Spoken Word,OVERDUE,*,*
2021-01,South Gloucestershire,Thornbury Library,B.O.P.,OVERDUE,*,*
2021-01,South Gloucestershire,Thornbury Library,Boxed Set 15 DVD,LOST,*,*
2021-01,South Gloucestershire,Thornbury Library,Cash Sales No VAT,HOLD,*,*
2021-01,South Gloucestershire,Thornbury Library,Child Fiction,HOLD,6,6
2021-01,South Gloucestershire,Thornbury Library,Child Fiction,OVERDUE,12,14.0
2021-01,South Gloucestershire,Thornbury Library,Child Non Fiction,LOST,*,*
2021-01,South Gloucestershire,Thornbury Library,Fastrack,OVERDUE,*,*
2021-01,South Gloucestershire,Thornbury Library,ILL,HOLD,*,*
2021-01,South Gloucestershire,Thornbury Library,Large Print - Adult Fiction,OVERDUE,13,10.8
2021-01,South Gloucestershire,Thornbury Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Thornbury Library,Music CD,CHARGE,*,*
2021-01,South Gloucestershire,Thornbury Library,PG DVD Standard,LOST,*,*
2021-01,South Gloucestershire,Thornbury Library,Reading Group Set,HOLD,*,*
2021-01,South Gloucestershire,Thornbury Library,U DVD Standard,CHARGE,*,*
2021-01,South Gloucestershire,Thornbury Library,YA / Teen Fiction,HOLD,*,*
2021-01,South Gloucestershire,Winterbourne Library,Adult Fiction,HOLD,34,20.5
2021-01,South Gloucestershire,Winterbourne Library,Adult Fiction,OVERDUE,24,13.0
2021-01,South Gloucestershire,Winterbourne Library,Adult Non Fiction,HOLD,10,7.5
2021-01,South Gloucestershire,Winterbourne Library,Adult Non Fiction,OVERDUE,5,23.6
2021-01,South Gloucestershire,Winterbourne Library,Adult Spoken Word,HOLD,*,*
2021-01,South Gloucestershire,Winterbourne Library,Adult Spoken Word,OVERDUE,*,*
2021-01,South Gloucestershire,Winterbourne Library,Child Fiction,HOLD,*,*
2021-01,South Gloucestershire,Winterbourne Library,Child Fiction,LOST,16,80
2021-01,South Gloucestershire,Winterbourne Library,Child Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Winterbourne Library,Child Non Fiction,LOST,*,*
2021-01,South Gloucestershire,Winterbourne Library,Fastrack,OVERDUE,*,*
2021-01,South Gloucestershire,Winterbourne Library,Music CD,CHARGE,*,*
2021-01,South Gloucestershire,Winterbourne Library,U DVD Standard,CHARGE,*,*
2021-01,South Gloucestershire,Winterbourne Library,YA / Teen Fiction,HOLD,*,*
2021-01,South Gloucestershire,Winterbourne Library,YA / Teen Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Yate Library,12 DVD Standard,CHARGE,5,9.5
2021-01,South Gloucestershire,Yate Library,12 DVD Standard,LOST,*,*
2021-01,South Gloucestershire,Yate Library,15 DVD Standard,CHARGE,*,*
2021-01,South Gloucestershire,Yate Library,15 DVD Standard,LOST,*,*
2021-01,South Gloucestershire,Yate Library,Adult Fiction,HOLD,70,49.1
2021-01,South Gloucestershire,Yate Library,Adult Fiction,OVERDUE,79,108.2
2021-01,South Gloucestershire,Yate Library,Adult Non Fiction,HOLD,32,22.0
2021-01,South Gloucestershire,Yate Library,Adult Non Fiction,LOST,*,*
2021-01,South Gloucestershire,Yate Library,Adult Non Fiction,OVERDUE,61,113.4
2021-01,South Gloucestershire,Yate Library,Adult Spoken Word,HOLD,*,*
2021-01,South Gloucestershire,Yate Library,B.O.P.,HOLD,*,*
2021-01,South Gloucestershire,Yate Library,B.O.P.,OVERDUE,*,*
2021-01,South Gloucestershire,Yate Library,Boxed Set 15 DVD,CHARGE,*,*
2021-01,South Gloucestershire,Yate Library,Boxed Set 15 DVD,HOLD,*,*
2021-01,South Gloucestershire,Yate Library,Child Fiction,HOLD,*,*
2021-01,South Gloucestershire,Yate Library,Child Fiction,LOST,*,*
2021-01,South Gloucestershire,Yate Library,Child Fiction,OVERDUE,30,60.6
2021-01,South Gloucestershire,Yate Library,Child Non Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Yate Library,Fastrack,OVERDUE,16,20.4
2021-01,South Gloucestershire,Yate Library,Large Print - Adult Fiction,OVERDUE,6,6.4
2021-01,South Gloucestershire,Yate Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2021-01,South Gloucestershire,Yate Library,Music CD,CHARGE,*,*
2021-01,South Gloucestershire,Yate Library,PG DVD Standard,CHARGE,*,*
2021-01,South Gloucestershire,Yate Library,PG DVD Standard,HOLD,*,*
2021-01,South Gloucestershire,Yate Library,PG DVD Standard,LOST,*,*
