month_billed,bill_authority,bill_library,item_type,bill_reason,number_of_bills,total_billed
2019-12,Bristol,St George Library,Adult Graphic Novel,OVERDUE,6,8.25
2019-12,Bristol,St George Library,Adult Non Fiction,LOST,6,54
2019-12,Bristol,St George Library,Adult Non Fiction,OVERDUE,99,86.10
2019-12,Bristol,St George Library,Adult Spoken Word,CHARGE,*,*
2019-12,Bristol,St George Library,Adult Spoken Word,OVERDUE,*,*
2019-12,Bristol,St George Library,B.O.P.,OVERDUE,*,*
2019-12,Bristol,St George Library,Boxed Set 12 DVD,CHARGE,*,*
2019-12,Bristol,St George Library,Child Fiction,LOST,140,700
2019-12,Bristol,St George Library,Child Fiction,OVERDUE,76,112.35
2019-12,Bristol,St George Library,Child Non Fiction,LOST,21,105
2019-12,Bristol,St George Library,Child Non Fiction,OVERDUE,14,14.70
2019-12,Bristol,St George Library,Language Course,CHARGE,*,*
2019-12,Bristol,St George Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-12,Bristol,St George Library,Music Score,OVERDUE,*,*
2019-12,Bristol,St George Library,PG DVD Standard,CHARGE,13,17
2019-12,Bristol,St George Library,PG DVD Standard,OVERDUE,*,*
2019-12,Bristol,St George Library,U DVD Standard,CHARGE,26,27
2019-12,Bristol,St George Library,U DVD Standard,LOST,*,*
2019-12,Bristol,St George Library,U DVD Standard,OVERDUE,11,15.15
2019-12,Bristol,St George Library,YA / Teen Fiction,OVERDUE,7,12.60
2019-12,Bristol,St Pauls Library,Adult Fiction,LOST,*,*
2019-12,Bristol,St Pauls Library,Adult Fiction,OVERDUE,8,12.30
2019-12,Bristol,St Pauls Library,Adult Non Fiction,LOST,*,*
2019-12,Bristol,St Pauls Library,Adult Non Fiction,OVERDUE,10,9.00
2019-12,Bristol,St Pauls Library,Child Fiction,LOST,19,95
2019-12,Bristol,St Pauls Library,Child Fiction,OVERDUE,*,*
2019-12,Bristol,St Pauls Library,Child Non Fiction,LOST,*,*
2019-12,Bristol,St Pauls Library,PG DVD Standard,CHARGE,*,*
2019-12,Bristol,St Pauls Library,U DVD Standard,CHARGE,*,*
2019-12,Bristol,Stockwood Library,12 DVD Standard,CHARGE,9,11
2019-12,Bristol,Stockwood Library,12 DVD Standard,LOST,*,*
2019-12,Bristol,Stockwood Library,15 DVD Standard,CHARGE,7,7
2019-12,Bristol,Stockwood Library,15 DVD Standard,OVERDUE,*,*
2019-12,Bristol,Stockwood Library,18 DVD Standard,CHARGE,*,*
2019-12,Bristol,Stockwood Library,Adult Fiction,LOST,*,*
2019-12,Bristol,Stockwood Library,Adult Fiction,OVERDUE,54,40.50
2019-12,Bristol,Stockwood Library,Adult Non Fiction,OVERDUE,38,10.65
2019-12,Bristol,Stockwood Library,Adult Spoken Word,CHARGE,*,*
2019-12,Bristol,Stockwood Library,B.O.P.,OVERDUE,*,*
2019-12,Bristol,Stockwood Library,Child Fiction,LOST,13,65
2019-12,Bristol,Stockwood Library,Child Fiction,OVERDUE,9,4.05
2019-12,Bristol,Stockwood Library,Child Non Fiction,LOST,*,*
2019-12,Bristol,Stockwood Library,Child Non Fiction,OVERDUE,*,*
2019-12,Bristol,Stockwood Library,Classification Exempt,CHARGE,*,*
2019-12,Bristol,Stockwood Library,Classification Exempt,OVERDUE,*,*
2019-12,Bristol,Stockwood Library,Large Print - Adult Fiction,LOST,*,*
2019-12,Bristol,Stockwood Library,Large Print - Adult Fiction,OVERDUE,5,2.55
2019-12,Bristol,Stockwood Library,PG DVD Standard,CHARGE,*,*
2019-12,Bristol,Stockwood Library,U DVD Standard,CHARGE,*,*
2019-12,Bristol,Stockwood Library,U DVD Standard,LOST,*,*
2019-12,Bristol,Stockwood Library,U DVD Standard,OVERDUE,*,*
2019-12,Bristol,Stockwood Library,YA / Teen Fiction,LOST,*,*
2019-12,Bristol,Stockwood Library,YA / Teen Fiction,OVERDUE,*,*
2019-12,Bristol,Westbury-on-Trym Library,12 DVD Standard,CHARGE,12,14
2019-12,Bristol,Westbury-on-Trym Library,12 DVD Standard,OVERDUE,*,*
2019-12,Bristol,Westbury-on-Trym Library,15 DVD Standard,CHARGE,9,9
2019-12,Bristol,Westbury-on-Trym Library,15 DVD Standard,OVERDUE,*,*
2019-12,Bristol,Westbury-on-Trym Library,18 DVD Standard,CHARGE,*,*
2019-12,Bristol,Westbury-on-Trym Library,18 DVD Standard,OVERDUE,*,*
2019-12,Bristol,Westbury-on-Trym Library,Adult Fiction,LOST,*,*
2019-12,Bristol,Westbury-on-Trym Library,Adult Fiction,OVERDUE,109,60.15
2019-12,Bristol,Westbury-on-Trym Library,Adult Graphic Novel,LOST,*,*
2019-12,Bristol,Westbury-on-Trym Library,Adult Graphic Novel,OVERDUE,*,*
2019-12,Bristol,Westbury-on-Trym Library,Adult Non Fiction,LOST,6,54
2019-12,Bristol,Westbury-on-Trym Library,Adult Non Fiction,OVERDUE,74,48.60
2019-12,Bristol,Westbury-on-Trym Library,Adult Spoken Word,CHARGE,9,17.1
2019-12,Bristol,Westbury-on-Trym Library,Adult Spoken Word,OVERDUE,7,7.80
2019-12,Bristol,Westbury-on-Trym Library,Child Fiction,LOST,84,420
2019-12,Bristol,Westbury-on-Trym Library,Child Fiction,OVERDUE,42,27.60
2019-12,Bristol,Westbury-on-Trym Library,Child Non Fiction,LOST,13,65
2019-12,Bristol,Westbury-on-Trym Library,Child Non Fiction,OVERDUE,11,5.55
2019-12,Bristol,Westbury-on-Trym Library,Fastrack,LOST,*,*
2019-12,Bristol,Westbury-on-Trym Library,Fastrack,OVERDUE,*,*
2019-12,Bristol,Westbury-on-Trym Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-12,Bristol,Westbury-on-Trym Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2019-12,Bristol,Westbury-on-Trym Library,PG DVD Standard,CHARGE,9,13
2019-12,Bristol,Westbury-on-Trym Library,PG DVD Standard,OVERDUE,*,*
2019-12,Bristol,Westbury-on-Trym Library,U DVD Standard,CHARGE,12,13
2019-12,Bristol,Westbury-on-Trym Library,U DVD Standard,OVERDUE,5,8.55
2019-12,Bristol,Westbury-on-Trym Library,YA / Teen Fiction,OVERDUE,5,2.10
2019-12,Bristol,Whitchurch Library,Adult Fiction,LOST,*,*
2019-12,Bristol,Whitchurch Library,Adult Fiction,OVERDUE,40,28.20
2019-12,Bristol,Whitchurch Library,Adult Non Fiction,LOST,6,54
2019-12,Bristol,Whitchurch Library,Adult Non Fiction,OVERDUE,19,5.25
2019-12,Bristol,Whitchurch Library,Adult Spoken Word,CHARGE,*,*
2019-12,Bristol,Whitchurch Library,Adult Spoken Word,OVERDUE,*,*
2019-12,Bristol,Whitchurch Library,B.O.P.,OVERDUE,*,*
2019-12,Bristol,Whitchurch Library,Child Fiction,LOST,13,65
2019-12,Bristol,Whitchurch Library,Child Fiction,OVERDUE,*,*
2019-12,Bristol,Whitchurch Library,Child Non Fiction,LOST,*,*
2019-12,Bristol,Whitchurch Library,Child Non Fiction,OVERDUE,6,3.6
2019-12,Bristol,Whitchurch Library,Child Spoken Word,LOST,*,*
2019-12,Bristol,Whitchurch Library,Large Print - Adult Fiction,OVERDUE,8,3.00
2019-12,Bristol,Whitchurch Library,YA / Teen Fiction,LOST,*,*
2019-12,Bristol,Whitchurch Library,YA / Teen Fiction,OVERDUE,*,*
2019-12,Bristol,Whitchurch Library,YA / Teen Non Fiction,LOST,*,*
2019-12,Bristol,Whitchurch Library,YA / Teen Non Fiction,OVERDUE,*,*
2019-12,Bristol,Wick Road Library,12 DVD Standard,CHARGE,12,14
2019-12,Bristol,Wick Road Library,12 DVD Standard,OVERDUE,*,*
2019-12,Bristol,Wick Road Library,15 DVD Standard,CHARGE,9,10
2019-12,Bristol,Wick Road Library,15 DVD Standard,OVERDUE,*,*
2019-12,Bristol,Wick Road Library,18 DVD Standard,CHARGE,*,*
2019-12,Bristol,Wick Road Library,Adult Fiction,OVERDUE,111,70.65
2019-12,Bristol,Wick Road Library,Adult Non Fiction,LOST,6,54
2019-12,Bristol,Wick Road Library,Adult Non Fiction,OVERDUE,49,44.10
2019-12,Bristol,Wick Road Library,Adult Spoken Word,CHARGE,8,15.2
2019-12,Bristol,Wick Road Library,Adult Spoken Word,OVERDUE,*,*
2019-12,Bristol,Wick Road Library,Boxed Set 15 DVD,CHARGE,*,*
2019-12,Bristol,Wick Road Library,Cash Sales No VAT,DAMAGE,*,*
2019-12,Bristol,Wick Road Library,Child Fiction,LOST,121,605
2019-12,Bristol,Wick Road Library,Child Fiction,OVERDUE,12,7.65
2019-12,Bristol,Wick Road Library,Child Non Fiction,LOST,17,85
2019-12,Bristol,Wick Road Library,Child Non Fiction,OVERDUE,*,*
2019-12,Bristol,Wick Road Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-12,Bristol,Wick Road Library,Music CD,CHARGE,7,3.5
2019-12,Bristol,Wick Road Library,Music CD,OVERDUE,*,*
2019-12,Bristol,Wick Road Library,PG DVD Standard,CHARGE,10,11
2019-12,Bristol,Wick Road Library,PG DVD Standard,LOST,*,*
2019-12,Bristol,Wick Road Library,PG DVD Standard,OVERDUE,7,3.00
2019-12,Bristol,Wick Road Library,U DVD Standard,CHARGE,21,24
2019-12,Bristol,Wick Road Library,U DVD Standard,OVERDUE,6,3.75
2019-12,Bristol,Wick Road Library,YA / Teen Fiction,LOST,*,*
2019-12,Bristol,Wick Road Library,YA / Teen Fiction,OVERDUE,6,2.70
2019-12,Dorset,Beaminster Library,12 DVD Standard,CHARGE,*,*
2019-12,Dorset,Beaminster Library,15 DVD Standard,CHARGE,*,*
2019-12,Dorset,Beaminster Library,15 DVD Standard,OVERDUE,*,*
2019-12,Dorset,Beaminster Library,Adult Fiction,LOST,*,*
2019-12,Dorset,Beaminster Library,Adult Fiction,OVERDUE,16,9.0
2019-12,Dorset,Beaminster Library,Adult Non Fiction,LOST,*,*
2019-12,Dorset,Beaminster Library,Adult Non Fiction,OVERDUE,*,*
2019-12,Dorset,Beaminster Library,Adult Spoken Word,CHARGE,*,*
2019-12,Dorset,Beaminster Library,Adult Spoken Word,OVERDUE,*,*
2019-12,Dorset,Beaminster Library,Boxed Set 18 DVD,CHARGE,*,*
2019-12,Dorset,Beaminster Library,Child Fiction,LOST,*,*
2019-12,Dorset,Beaminster Library,Child Fiction,OVERDUE,*,*
2019-12,Dorset,Beaminster Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-12,Dorset,Beaminster Library,PG DVD Standard,CHARGE,*,*
2019-12,Dorset,Beaminster Library,PG DVD Standard,OVERDUE,*,*
2019-12,Dorset,Beaminster Library,Reading Group Set,OVERDUE,10,34.0
2019-12,Dorset,Beaminster Library,U DVD Standard,CHARGE,*,*
2019-12,Dorset,Beaminster Library,YA / Teen Fiction,OVERDUE,*,*
2019-12,Dorset,Beaminster Library,YA / Teen Non Fiction,OVERDUE,*,*
2019-12,Dorset,Blandford Library,12 DVD Standard,CHARGE,11,29.0
2019-12,Dorset,Blandford Library,15 DVD Standard,CHARGE,10,25.0
2019-12,Dorset,Blandford Library,15 DVD Standard,OVERDUE,*,*
2019-12,Dorset,Blandford Library,18 DVD Standard,OVERDUE,*,*
2019-12,Dorset,Blandford Library,Adult Fiction,OVERDUE,57,38.0
2019-12,Dorset,Blandford Library,Adult Non Fiction,LOST,*,*
2019-12,Dorset,Blandford Library,Adult Non Fiction,OVERDUE,47,43.6
2019-12,Dorset,Blandford Library,Adult Spoken Word,CHARGE,9,19.8
2019-12,Dorset,Blandford Library,Boxed Set 18 DVD,CHARGE,*,*
2019-12,Dorset,Blandford Library,Child Fiction,LOST,31,155
2019-12,Dorset,Blandford Library,Child Fiction,OVERDUE,6,2.4
2019-12,Dorset,Blandford Library,Child Non Fiction,LOST,*,*
2019-12,Dorset,Blandford Library,Child Non Fiction,OVERDUE,*,*
2019-12,Dorset,Blandford Library,Child Spoken Word,LOST,*,*
2019-12,Dorset,Blandford Library,Classification Exempt,CHARGE,*,*
2019-12,Dorset,Blandford Library,Large Print - Adult Fiction,OVERDUE,7,4.0
2019-12,Dorset,Blandford Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2019-12,Dorset,Blandford Library,Music CD,CHARGE,*,*
2019-12,Dorset,Blandford Library,PG DVD Standard,OVERDUE,*,*
2019-12,Dorset,Blandford Library,Reading Group Set,OVERDUE,*,*
2019-12,Dorset,Blandford Library,U DVD Standard,CHARGE,*,*
2019-12,Dorset,Blandford Library,YA / Teen Fiction,LOST,*,*
2019-12,Dorset,Blandford Library,YA / Teen Fiction,OVERDUE,*,*
2019-12,Dorset,Blandford Library,YA / Teen Non Fiction,OVERDUE,*,*
2019-12,Dorset,Bridport Library,12 DVD Standard,CHARGE,21,54.5
2019-12,Dorset,Bridport Library,12 DVD Standard,OVERDUE,*,*
2019-12,Dorset,Bridport Library,15 DVD Standard,CHARGE,11,28.5
2019-12,Dorset,Bridport Library,15 DVD Standard,LOST,*,*
2019-12,Dorset,Bridport Library,18 DVD Standard,CHARGE,5,13.0
2019-12,Dorset,Bridport Library,Adult Fiction,LOST,*,*
2019-12,Dorset,Bridport Library,Adult Fiction,OVERDUE,109,96.4
2019-12,Dorset,Bridport Library,Adult Non Fiction,LOST,*,*
2019-12,Dorset,Bridport Library,Adult Non Fiction,OVERDUE,70,85.4
2019-12,Dorset,Bridport Library,Adult Spoken Word,CHARGE,29,63.2
2019-12,Dorset,Bridport Library,Adult Spoken Word,OVERDUE,5,6.9
2019-12,Dorset,Bridport Library,Boxed Set 15 DVD,CHARGE,*,*
2019-12,Dorset,Bridport Library,Boxed Set 18 DVD,CHARGE,*,*
2019-12,Dorset,Bridport Library,Child Fiction,LOST,36,180
2019-12,Dorset,Bridport Library,Child Fiction,OVERDUE,5,5.0
2019-12,Dorset,Bridport Library,Child Non Fiction,LOST,*,*
2019-12,Dorset,Bridport Library,Child Non Fiction,OVERDUE,9,4.6
2019-12,Dorset,Bridport Library,Child Spoken Word,OVERDUE,*,*
2019-12,Dorset,Bridport Library,Drama Set,HOLD,*,*
2019-12,Dorset,Bridport Library,Drama Set,OVERDUE,*,*
2019-12,Dorset,Bridport Library,Large Print - Adult Fiction,OVERDUE,9,11.0
2019-12,Dorset,Bridport Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2019-12,Dorset,Bridport Library,Music CD,CHARGE,13,14.3
2019-12,Dorset,Bridport Library,Music CD,OVERDUE,*,*
2019-12,Dorset,Bridport Library,PG DVD Standard,CHARGE,9,24.5
2019-12,Dorset,Bridport Library,PG DVD Standard,OVERDUE,*,*
2019-12,Dorset,Bridport Library,U DVD Standard,CHARGE,*,*
2019-12,Dorset,Bridport Library,U DVD Standard,OVERDUE,*,*
2019-12,Dorset,Bridport Library,YA / Teen Fiction,LOST,*,*
2019-12,Dorset,Bridport Library,YA / Teen Fiction,OVERDUE,*,*
2019-12,Dorset,Bridport Library,YA / Teen Non Fiction,OVERDUE,*,*
2019-12,Dorset,Burton Bradstock Library,Adult Fiction,OVERDUE,*,*
2019-12,Dorset,Burton Bradstock Library,Adult Non Fiction,OVERDUE,*,*
2019-12,Dorset,Burton Bradstock Library,Adult Spoken Word,CHARGE,*,*
2019-12,Dorset,Charmouth Library,Adult Fiction,OVERDUE,*,*
2019-12,Dorset,Charmouth Library,Adult Non Fiction,OVERDUE,7,3.0
2019-12,Dorset,Charmouth Library,Child Fiction,LOST,*,*
2019-12,Dorset,Charmouth Library,Child Non Fiction,LOST,*,*
2019-12,Dorset,Charmouth Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-12,Dorset,Chickerell Library,Adult Fiction,OVERDUE,8,4.4
2019-12,Dorset,Chickerell Library,Child Fiction,LOST,*,*
2019-12,Dorset,Chickerell Library,Child Fiction,OVERDUE,*,*
2019-12,Dorset,Colehill Library,Adult Fiction,LOST,*,*
2019-12,Dorset,Colehill Library,Adult Fiction,OVERDUE,22,21.0
2019-12,Dorset,Colehill Library,Adult Non Fiction,OVERDUE,8,5.6
2019-12,Dorset,Colehill Library,Child Fiction,LOST,17,85
2019-12,Dorset,Colehill Library,Child Fiction,OVERDUE,19,45.6
2019-12,Dorset,Colehill Library,Child Non Fiction,LOST,*,*
2019-12,Dorset,Colehill Library,YA / Teen Fiction,OVERDUE,*,*
2019-12,Dorset,Corfe Castle Library,Adult Fiction,OVERDUE,6,20.0
2019-12,Dorset,Corfe Castle Library,Adult Non Fiction,OVERDUE,*,*
2019-12,Dorset,Corfe Mullen Library,12 DVD Standard,CHARGE,*,*
2019-12,Dorset,Corfe Mullen Library,15 DVD Standard,OVERDUE,*,*
2019-12,Dorset,Corfe Mullen Library,Adult Fiction,LOST,*,*
2019-12,Dorset,Corfe Mullen Library,Adult Fiction,OVERDUE,27,16.2
2019-12,Dorset,Corfe Mullen Library,Adult Non Fiction,LOST,*,*
2019-12,Dorset,Corfe Mullen Library,Adult Non Fiction,OVERDUE,11,9.4
2019-12,Dorset,Corfe Mullen Library,Adult Spoken Word,CHARGE,*,*
2019-12,Dorset,Corfe Mullen Library,Child Fiction,LOST,25,125
2019-12,Dorset,Corfe Mullen Library,Child Fiction,OVERDUE,6,4.8
2019-12,Dorset,Corfe Mullen Library,Child Non Fiction,LOST,*,*
2019-12,Dorset,Corfe Mullen Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-12,Dorset,Corfe Mullen Library,PG DVD Standard,CHARGE,*,*
2019-12,Dorset,Corfe Mullen Library,PG DVD Standard,OVERDUE,*,*
2019-12,Dorset,Corfe Mullen Library,U DVD Standard,CHARGE,7,18.5
2019-12,Dorset,Corfe Mullen Library,U DVD Standard,OVERDUE,*,*
2019-12,Dorset,Corfe Mullen Library,YA / Teen Fiction,LOST,*,*
2019-12,Dorset,Crossways Library,15 DVD Standard,CHARGE,*,*
2019-12,Dorset,Crossways Library,15 DVD Standard,OVERDUE,*,*
2019-12,Dorset,Crossways Library,Adult Fiction,LOST,*,*
2019-12,Dorset,Crossways Library,Adult Fiction,OVERDUE,13,20.8
2019-12,Dorset,Crossways Library,Adult Non Fiction,OVERDUE,*,*
2019-12,Dorset,Crossways Library,Child Fiction,LOST,8,40
2019-12,Dorset,Crossways Library,Child Fiction,OVERDUE,*,*
2019-12,Dorset,Crossways Library,Child Non Fiction,LOST,*,*
2019-12,Dorset,Crossways Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-12,Dorset,Crossways Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2019-12,Dorset,Crossways Library,Reading Group Set,OVERDUE,*,*
2019-12,Dorset,Dorchester Library,12 DVD Standard,CHARGE,44,114.5
2019-12,Dorset,Dorchester Library,12 DVD Standard,OVERDUE,*,*
2019-12,Dorset,Dorchester Library,15 DVD Standard,CHARGE,42,106.0
2019-12,Dorset,Dorchester Library,15 DVD Standard,OVERDUE,6,34
2019-12,Dorset,Dorchester Library,18 DVD Standard,CHARGE,11,29.0
2019-12,Dorset,Dorchester Library,18 DVD Standard,OVERDUE,*,*
2019-12,Dorset,Dorchester Library,Adult Fiction,DAMAGE,*,*
2019-12,Dorset,Dorchester Library,Adult Fiction,LOST,5,45
2019-12,Dorset,Dorchester Library,Adult Fiction,OVERDUE,124,140.4
2019-12,Dorset,Dorchester Library,Adult Non Fiction,LOST,13,117
2019-12,Dorset,Dorchester Library,Adult Non Fiction,OVERDUE,120,104.8
2019-12,Dorset,Dorchester Library,Adult Spoken Word,CHARGE,42,92.4
2019-12,Dorset,Dorchester Library,Adult Spoken Word,OVERDUE,*,*
2019-12,Dorset,Dorchester Library,B.O.P.,OVERDUE,*,*
2019-12,Dorset,Dorchester Library,Boxed Set 15 DVD,OVERDUE,*,*
2019-12,Dorset,Dorchester Library,Boxed Set 18 DVD,CHARGE,*,*
2019-12,Dorset,Dorchester Library,Child Fiction,LOST,81,405
2019-12,Dorset,Dorchester Library,Child Fiction,OVERDUE,52,48.4
2019-12,Dorset,Dorchester Library,Child Non Fiction,LOST,28,140
2019-12,Dorset,Dorchester Library,Child Non Fiction,OVERDUE,7,17.4
2019-12,Dorset,Dorchester Library,Child Spoken Word,LOST,*,*
2019-12,Dorset,Dorchester Library,Child Spoken Word,OVERDUE,*,*
2019-12,Dorset,Dorchester Library,Classification Exempt,CHARGE,*,*
2019-12,Dorset,Dorchester Library,Large Print - Adult Fiction,OVERDUE,16,7.6
2019-12,Dorset,Dorchester Library,Large Print - Adult Non Fiction,OVERDUE,*,*
2019-12,Dorset,Dorchester Library,Large Print - Children,LOST,*,*
2019-12,Dorset,Dorchester Library,Music CD,CHARGE,9,9.9
2019-12,Dorset,Dorchester Library,Music CD,OVERDUE,*,*
2019-12,Dorset,Dorchester Library,Music Score,OVERDUE,*,*
2019-12,Dorset,Dorchester Library,PG DVD Standard,CHARGE,19,51.0
2019-12,Dorset,Dorchester Library,Reading Group Set,OVERDUE,*,*
2019-12,Dorset,Dorchester Library,U DVD Standard,CHARGE,*,*
2019-12,Dorset,Dorchester Library,YA / Teen Fiction,LOST,*,*
2019-12,Dorset,Dorchester Library,YA / Teen Fiction,OVERDUE,*,*
2019-12,Dorset,Dorchester Library,YA / Teen Non Fiction,LOST,*,*
2019-12,Dorset,Ferndown Library,12 DVD Standard,CHARGE,8,22.0
2019-12,Dorset,Ferndown Library,12 DVD Standard,LOST,*,*
2019-12,Dorset,Ferndown Library,12 DVD Standard,OVERDUE,*,*
2019-12,Dorset,Ferndown Library,15 DVD Standard,CHARGE,8,20.5
2019-12,Dorset,Ferndown Library,15 DVD Standard,OVERDUE,*,*
2019-12,Dorset,Ferndown Library,18 DVD Standard,CHARGE,*,*
2019-12,Dorset,Ferndown Library,Adult Fiction,LOST,*,*
2019-12,Dorset,Ferndown Library,Adult Fiction,OVERDUE,155,153.6
2019-12,Dorset,Ferndown Library,Adult Non Fiction,LOST,5,45
2019-12,Dorset,Ferndown Library,Adult Non Fiction,OVERDUE,66,82.8
2019-12,Dorset,Ferndown Library,Adult Spoken Word,CHARGE,20,44.0
2019-12,Dorset,Ferndown Library,Child Fiction,LOST,16,80
2019-12,Dorset,Ferndown Library,Child Fiction,OVERDUE,*,*
2019-12,Dorset,Ferndown Library,Child Non Fiction,LOST,*,*
2019-12,Dorset,Ferndown Library,Child Non Fiction,OVERDUE,*,*
2019-12,Dorset,Ferndown Library,Child Spoken Word,LOST,*,*
2019-12,Dorset,Ferndown Library,Classification Exempt,OVERDUE,*,*
2019-12,Dorset,Ferndown Library,Drama Set,HOLD,*,*
2019-12,Dorset,Ferndown Library,Language Course,CHARGE,*,*
2019-12,Dorset,Ferndown Library,Large Print - Adult Fiction,OVERDUE,9,4.8
2019-12,Dorset,Ferndown Library,PG DVD Standard,CHARGE,9,23.0
2019-12,Dorset,Ferndown Library,PG DVD Standard,OVERDUE,*,*
2019-12,Dorset,Ferndown Library,Reading Group Set,OVERDUE,*,*
2019-12,Dorset,Ferndown Library,U DVD Standard,CHARGE,6,16.0
2019-12,Dorset,Ferndown Library,U DVD Standard,OVERDUE,*,*
2019-12,Dorset,Ferndown Library,YA / Teen Fiction,OVERDUE,*,*
2019-12,Dorset,Gillingham Library,12 DVD Standard,CHARGE,9,23.5
2019-12,Dorset,Gillingham Library,15 DVD Standard,CHARGE,11,29.0
2019-12,Dorset,Gillingham Library,15 DVD Standard,OVERDUE,*,*
2019-12,Dorset,Gillingham Library,18 DVD Standard,CHARGE,*,*
2019-12,Dorset,Gillingham Library,18 DVD Standard,OVERDUE,*,*
2019-12,Dorset,Gillingham Library,Adult Fiction,OVERDUE,76,71.0
2019-12,Dorset,Gillingham Library,Adult Non Fiction,LOST,*,*
2019-12,Dorset,Gillingham Library,Adult Non Fiction,OVERDUE,37,55.4
2019-12,Dorset,Gillingham Library,Adult Spoken Word,CHARGE,19,41.8
2019-12,Dorset,Gillingham Library,Child Fiction,LOST,26,130
2019-12,Dorset,Gillingham Library,Child Fiction,OVERDUE,*,*
2019-12,Dorset,Gillingham Library,Child Non Fiction,LOST,7,35
2019-12,Dorset,Gillingham Library,Child Non Fiction,OVERDUE,*,*
2019-12,Dorset,Gillingham Library,Child Spoken Word,OVERDUE,*,*
2019-12,Dorset,Gillingham Library,Drama Set,HOLD,*,*
2019-12,Dorset,Gillingham Library,Language Course,OVERDUE,*,*
2019-12,Dorset,Gillingham Library,Large Print - Adult Fiction,OVERDUE,*,*
2019-12,Dorset,Gillingham Library,Music Score,OVERDUE,*,*
2019-12,Dorset,Gillingham Library,PG DVD Standard,CHARGE,10,27.5
2019-12,Dorset,Gillingham Library,U DVD Standard,CHARGE,*,*
2019-12,Dorset,Littlemoor Library,Adult Fiction,OVERDUE,35,33.2
2019-12,Dorset,Littlemoor Library,Adult Non Fiction,OVERDUE,13,10.4
2019-12,Dorset,Littlemoor Library,Adult Spoken Word,CHARGE,8,17.6
2019-12,Dorset,Littlemoor Library,Adult Spoken Word,OVERDUE,*,*
2019-12,Dorset,Littlemoor Library,Child Fiction,LOST,*,*
2019-12,Dorset,Littlemoor Library,Child Fiction,OVERDUE,*,*
2019-12,Dorset,Littlemoor Library,Large Print - Adult Fiction,OVERDUE,5,5.6
2019-12,Dorset,Lyme Regis Library,12 DVD Standard,CHARGE,*,*
2019-12,Dorset,Lyme Regis Library,15 DVD Standard,CHARGE,5,12.5
2019-12,Dorset,Lyme Regis Library,18 DVD Standard,CHARGE,*,*
2019-12,Dorset,Lyme Regis Library,Adult Fiction,LOST,*,*
2019-12,Dorset,Lyme Regis Library,Adult Fiction,OVERDUE,28,33.4
2019-12,Dorset,Lyme Regis Library,Adult Non Fiction,LOST,*,*
2019-12,Dorset,Lyme Regis Library,Adult Non Fiction,OVERDUE,17,22.0
2019-12,Dorset,Lyme Regis Library,Adult Spoken Word,CHARGE,*,*
2019-12,Dorset,Lyme Regis Library,Adult Spoken Word,OVERDUE,*,*
2019-12,Dorset,Lyme Regis Library,Child Fiction,LOST,*,*
2019-12,Dorset,Lyme Regis Library,Child Fiction,OVERDUE,*,*
2019-12,Dorset,Lyme Regis Library,Child Non Fiction,LOST,*,*
2019-12,Dorset,Lyme Regis Library,Drama Set,HOLD,*,*
2019-12,Dorset,Lyme Regis Library,Language Course,LOST,*,*
2019-12,Dorset,Lyme Regis Library,Music CD,CHARGE,*,*
2019-12,Dorset,Lyme Regis Library,Reading Group Set,OVERDUE,*,*
2019-12,Dorset,Lyme Regis Library,U DVD Standard,CHARGE,*,*
2019-12,Dorset,Lyme Regis Library,U DVD Standard,OVERDUE,*,*
2019-12,Dorset,Lytchett Matravers Library,12 DVD Standard,CHARGE,5,13.0
2019-12,Dorset,Lytchett Matravers Library,15 DVD Standard,CHARGE,*,*
2019-12,Dorset,Lytchett Matravers Library,Adult Fiction,OVERDUE,36,23.0
2019-12,Dorset,Lytchett Matravers Library,Adult Non Fiction,OVERDUE,26,16.8
2019-12,Dorset,Lytchett Matravers Library,Adult Spoken Word,CHARGE,*,*
2019-12,Dorset,Lytchett Matravers Library,Child Fiction,LOST,13,65
2019-12,Dorset,Lytchett Matravers Library,Child Fiction,OVERDUE,*,*
2019-12,Dorset,Lytchett Matravers Library,PG DVD Standard,CHARGE,*,*
2019-12,Dorset,Lytchett Matravers Library,U DVD Standard,CHARGE,*,*
2019-12,Dorset,Lytchett Matravers Library,YA / Teen Fiction,LOST,*,*
2019-12,Dorset,Lytchett Matravers Library,YA / Teen Fiction,OVERDUE,*,*
2019-12,Dorset,Portland Tophill Library,12 DVD Standard,CHARGE,*,*
2019-12,Dorset,Portland Tophill Library,15 DVD Standard,CHARGE,*,*
2019-12,Dorset,Portland Tophill Library,Adult Fiction,LOST,8,45.0
2019-12,Dorset,Portland Tophill Library,Adult Fiction,OVERDUE,22,23.0
2019-12,Dorset,Portland Tophill Library,Adult Non Fiction,LOST,*,*
