month_issued,authority,item_type,issues,renewals
2019-10,Somerset,Boxed Set 15 DVD,23,1
2019-10,Somerset,Boxed Set 18 DVD,10,1
2019-10,Somerset,Boxed Set PG DVD,5,0
2019-10,Somerset,Child Fiction,32087,21573
2019-10,Somerset,Child Non Fiction,3493,3592
2019-10,Somerset,Child Spoken Word,333,276
2019-10,Somerset,Classification Exempt,5,2
2019-10,Somerset,Drama single copy,276,93
2019-10,Somerset,Equipment,1,2
2019-10,Somerset,ILL,8,1
2019-10,Somerset,Language Course,21,16
2019-10,Somerset,Large Print - Adult Fiction,3615,1464
2019-10,Somerset,Large Print - Adult Non Fiction,278,165
2019-10,Somerset,Large Print - Children,27,26
2019-10,Somerset,Music CD,60,8
2019-10,Somerset,Music Score,162,367
2019-10,Somerset,Music Set,50,8
2019-10,Somerset,PG DVD Standard,327,7
2019-10,Somerset,Reading Group Set,1,0
2019-10,Somerset,U DVD Standard,306,23
2019-10,Somerset,YA / Teen Fiction,1165,1408
2019-10,Somerset,YA / Teen Non Fiction,34,35
2019-10,South Gloucestershire,12 DVD Standard,292,20
2019-10,South Gloucestershire,15 DVD Standard,199,23
2019-10,South Gloucestershire,18 DVD Standard,15,0
2019-10,South Gloucestershire,Adult Fiction,13702,9300
2019-10,South Gloucestershire,Adult Graphic Novel,89,102
2019-10,South Gloucestershire,Adult Non Fiction,3971,5693
2019-10,South Gloucestershire,Adult Spoken Word,817,311
2019-10,South Gloucestershire,B.O.P.,222,254
2019-10,South Gloucestershire,Boxed Set 12 DVD,2,1
2019-10,South Gloucestershire,Boxed Set 15 DVD,11,0
2019-10,South Gloucestershire,Boxed Set 18 DVD,9,2
2019-10,South Gloucestershire,Boxed Set PG DVD,2,0
2019-10,South Gloucestershire,Boxed Set U DVD,7,0
2019-10,South Gloucestershire,Child Fiction,21010,11583
2019-10,South Gloucestershire,Child Non Fiction,2362,2019
2019-10,South Gloucestershire,Child Spoken Word,362,339
2019-10,South Gloucestershire,Classification Exempt,1,0
2019-10,South Gloucestershire,Drama Set,1,0
2019-10,South Gloucestershire,Drama single copy,15,13
2019-10,South Gloucestershire,Equipment,10,15
2019-10,South Gloucestershire,Fastrack,628,379
2019-10,South Gloucestershire,ILL,1,0
2019-10,South Gloucestershire,Language Course,25,20
2019-10,South Gloucestershire,Large Print - Adult Fiction,1502,579
2019-10,South Gloucestershire,Large Print - Adult Non Fiction,86,45
2019-10,South Gloucestershire,Large Print - Children,20,11
2019-10,South Gloucestershire,Music CD,121,31
2019-10,South Gloucestershire,Music Score,8,31
2019-10,South Gloucestershire,PG DVD Standard,324,38
2019-10,South Gloucestershire,U DVD Standard,405,53
2019-10,South Gloucestershire,YA / Teen Fiction,593,634
2019-10,South Gloucestershire,YA / Teen Non Fiction,36,25
2019-11,Bath and North East Somerset,12 DVD Standard,106,4
2019-11,Bath and North East Somerset,15 DVD Standard,84,3
2019-11,Bath and North East Somerset,18 DVD Standard,17,3
2019-11,Bath and North East Somerset,Adult Fiction,8455,6258
2019-11,Bath and North East Somerset,Adult Graphic Novel,34,21
2019-11,Bath and North East Somerset,Adult Non Fiction,3433,5157
2019-11,Bath and North East Somerset,Adult Reference,1,0
2019-11,Bath and North East Somerset,Adult Spoken Word,395,116
2019-11,Bath and North East Somerset,B.O.P.,43,68
2019-11,Bath and North East Somerset,Boxed Set 12 DVD,3,0
2019-11,Bath and North East Somerset,Boxed Set 18 DVD,2,0
2019-11,Bath and North East Somerset,Child Fiction,9604,7145
2019-11,Bath and North East Somerset,Child Non Fiction,947,1004
2019-11,Bath and North East Somerset,Child Spoken Word,160,193
2019-11,Bath and North East Somerset,Classification Exempt,1,0
2019-11,Bath and North East Somerset,Drama single copy,5,12
2019-11,Bath and North East Somerset,Fastrack,2,0
2019-11,Bath and North East Somerset,ILL,1,0
2019-11,Bath and North East Somerset,Large Print - Adult Fiction,731,422
2019-11,Bath and North East Somerset,Large Print - Adult Non Fiction,45,39
2019-11,Bath and North East Somerset,Large Print - Children,6,7
2019-11,Bath and North East Somerset,Music CD,35,2
2019-11,Bath and North East Somerset,Music Score,19,62
2019-11,Bath and North East Somerset,PG DVD Standard,56,8
2019-11,Bath and North East Somerset,U DVD Standard,47,11
2019-11,Bath and North East Somerset,YA / Teen Fiction,461,531
2019-11,Bath and North East Somerset,YA / Teen Non Fiction,11,16
2019-11,Bristol,Unknown,1,4
2019-11,Bristol,12 DVD Standard,431,16
2019-11,Bristol,15 DVD Standard,577,19
2019-11,Bristol,18 DVD Standard,76,0
2019-11,Bristol,Adult Fiction,19657,15391
2019-11,Bristol,Adult Graphic Novel,908,742
2019-11,Bristol,Adult Non Fiction,10460,17507
2019-11,Bristol,Adult Spoken Word,940,373
2019-11,Bristol,B.O.P.,77,122
2019-11,Bristol,Boxed Set 12 DVD,16,0
2019-11,Bristol,Boxed Set 15 DVD,32,0
2019-11,Bristol,Boxed Set 18 DVD,23,1
2019-11,Bristol,Boxed Set PG DVD,4,0
2019-11,Bristol,Boxed Set U DVD,2,1
2019-11,Bristol,Child Fiction,28168,18058
2019-11,Bristol,Child Non Fiction,2938,2597
2019-11,Bristol,Child Spoken Word,278,201
2019-11,Bristol,Classification Exempt,9,1
2019-11,Bristol,Drama Set,18,2
2019-11,Bristol,Drama single copy,82,82
2019-11,Bristol,Equipment,9,7
2019-11,Bristol,Fastrack,96,3
2019-11,Bristol,Language Course,31,28
2019-11,Bristol,Large Print - Adult Fiction,814,578
2019-11,Bristol,Large Print - Adult Non Fiction,73,47
2019-11,Bristol,Large Print - Children,55,30
2019-11,Bristol,Music CD,296,83
2019-11,Bristol,Music Score,161,292
2019-11,Bristol,PG DVD Standard,319,4
2019-11,Bristol,U DVD Standard,360,11
2019-11,Bristol,YA / Teen Fiction,986,1013
2019-11,Bristol,YA / Teen Non Fiction,64,101
2019-11,Dorset,12 DVD Standard,276,4
2019-11,Dorset,15 DVD Standard,184,2
2019-11,Dorset,18 DVD Standard,20,0
2019-11,Dorset,Adult Fiction,32334,13829
2019-11,Dorset,Adult Graphic Novel,58,105
2019-11,Dorset,Adult Non Fiction,8908,8373
2019-11,Dorset,Adult Reference,12,2
2019-11,Dorset,Adult Spoken Word,2037,485
2019-11,Dorset,B.O.P.,30,53
2019-11,Dorset,Boxed Set 12 DVD,4,0
2019-11,Dorset,Boxed Set 15 DVD,8,1
2019-11,Dorset,Boxed Set 18 DVD,5,0
2019-11,Dorset,Child Fiction,15749,6656
2019-11,Dorset,Child Non Fiction,2078,1224
2019-11,Dorset,Child Spoken Word,198,38
2019-11,Dorset,Classification Exempt,19,2
2019-11,Dorset,Drama Set,53,0
2019-11,Dorset,Drama single copy,14,10
2019-11,Dorset,Equipment,11,0
2019-11,Dorset,Fastrack,1,1
2019-11,Dorset,ILL,15,0
2019-11,Dorset,Language Course,22,4
2019-11,Dorset,Large Print - Adult Fiction,3835,1319
2019-11,Dorset,Large Print - Adult Non Fiction,488,215
2019-11,Dorset,Large Print - Children,41,25
2019-11,Dorset,Music CD,73,1
2019-11,Dorset,Music Score,41,58
2019-11,Dorset,PG DVD Standard,152,1
2019-11,Dorset,Reading Group Set,1569,5
2019-11,Dorset,U DVD Standard,95,0
2019-11,Dorset,YA / Teen Fiction,737,538
2019-11,Dorset,YA / Teen Non Fiction,61,68
2019-11,North Somerset,12 DVD Standard,140,1
2019-11,North Somerset,15 DVD Standard,79,1
2019-11,North Somerset,18 DVD Standard,6,0
2019-11,North Somerset,Adult Fiction,12959,7790
2019-11,North Somerset,Adult Graphic Novel,52,39
2019-11,North Somerset,Adult Non Fiction,3744,5095
2019-11,North Somerset,Adult Reference,1,0
2019-11,North Somerset,Adult Spoken Word,839,259
2019-11,North Somerset,B.O.P.,93,131
2019-11,North Somerset,Boxed Set 12 DVD,6,0
2019-11,North Somerset,Boxed Set 15 DVD,1,0
2019-11,North Somerset,Boxed Set 18 DVD,6,0
2019-11,North Somerset,Boxed Set PG DVD,1,0
2019-11,North Somerset,Child Fiction,10935,6962
2019-11,North Somerset,Child Non Fiction,1395,1229
2019-11,North Somerset,Child Spoken Word,201,140
2019-11,North Somerset,Drama Set,2,0
2019-11,North Somerset,Drama single copy,12,8
2019-11,North Somerset,Language Course,4,0
2019-11,North Somerset,Large Print - Adult Fiction,1773,697
2019-11,North Somerset,Large Print - Adult Non Fiction,195,87
2019-11,North Somerset,Large Print - Children,38,39
2019-11,North Somerset,Music CD,25,2
2019-11,North Somerset,Music Score,27,75
2019-11,North Somerset,PG DVD Standard,142,8
2019-11,North Somerset,Reading Group Set,1,0
2019-11,North Somerset,U DVD Standard,173,9
2019-11,North Somerset,YA / Teen Fiction,401,321
2019-11,North Somerset,YA / Teen Non Fiction,15,25
2019-11,Poole,12 DVD Standard,97,18
2019-11,Poole,15 DVD Standard,95,3
2019-11,Poole,18 DVD Standard,9,1
2019-11,Poole,Adult Fiction,10047,6617
2019-11,Poole,Adult Graphic Novel,24,31
2019-11,Poole,Adult Non Fiction,2941,3302
2019-11,Poole,Adult Reference,1,0
2019-11,Poole,Adult Spoken Word,567,135
2019-11,Poole,B.O.P.,24,26
2019-11,Poole,Boxed Set 12 DVD,1,0
2019-11,Poole,Boxed Set 15 DVD,4,1
2019-11,Poole,Boxed Set PG DVD,3,0
2019-11,Poole,Child Fiction,7933,3273
2019-11,Poole,Child Non Fiction,1103,822
2019-11,Poole,Child Spoken Word,72,58
2019-11,Poole,Classification Exempt,1,0
2019-11,Poole,Drama single copy,1,2
2019-11,Poole,Language Course,2,0
2019-11,Poole,Large Print - Adult Fiction,1334,589
2019-11,Poole,Large Print - Adult Non Fiction,184,103
2019-11,Poole,Large Print - Children,11,10
2019-11,Poole,Music CD,91,15
2019-11,Poole,Music Score,3,7
2019-11,Poole,PG DVD Standard,64,7
2019-11,Poole,Reading Group Set,1,0
2019-11,Poole,U DVD Standard,65,11
2019-11,Poole,Visual Material,15,4
2019-11,Poole,YA / Teen Fiction,352,292
2019-11,Poole,YA / Teen Non Fiction,37,23
2019-11,Somerset,12 DVD Standard,442,12
2019-11,Somerset,15 DVD Standard,375,7
2019-11,Somerset,18 DVD Standard,47,2
2019-11,Somerset,Adult Fiction,37898,22301
2019-11,Somerset,Adult Graphic Novel,205,184
2019-11,Somerset,Adult Non Fiction,10066,12652
2019-11,Somerset,Adult Reference,2,0
2019-11,Somerset,Adult Spoken Word,1936,792
2019-11,Somerset,B.O.P.,152,181
2019-11,Somerset,Boxed Set 12 DVD,7,0
2019-11,Somerset,Boxed Set 15 DVD,25,0
2019-11,Somerset,Boxed Set 18 DVD,13,2
2019-11,Somerset,Boxed Set EX DVD,2,0
2019-11,Somerset,Boxed Set PG DVD,2,1
2019-11,Somerset,Boxed Set U DVD,1,0
2019-11,Somerset,Child Fiction,28291,18412
2019-11,Somerset,Child Non Fiction,2727,2642
2019-11,Somerset,Child Spoken Word,342,276
2019-11,Somerset,Classification Exempt,6,0
2019-11,Somerset,Drama single copy,466,162
2019-11,Somerset,Equipment,3,9
2019-11,Somerset,Fastrack,1,0
2019-11,Somerset,ILL,54,19
2019-11,Somerset,Language Course,24,22
2019-11,Somerset,Large Print - Adult Fiction,3144,1530
2019-11,Somerset,Large Print - Adult Non Fiction,242,118
2019-11,Somerset,Large Print - Children,17,15
2019-11,Somerset,Music CD,83,20
2019-11,Somerset,Music Score,156,349
2019-11,Somerset,Music Set,68,20
2019-11,Somerset,PG DVD Standard,266,11
2019-11,Somerset,Reading Group Set,2,0
2019-11,Somerset,U DVD Standard,237,12
2019-11,Somerset,YA / Teen Fiction,1010,1090
2019-11,Somerset,YA / Teen Non Fiction,24,39
2019-11,South Gloucestershire,12 DVD Standard,239,18
2019-11,South Gloucestershire,15 DVD Standard,163,35
2019-11,South Gloucestershire,18 DVD Standard,13,0
2019-11,South Gloucestershire,Adult Fiction,13164,9729
2019-11,South Gloucestershire,Adult Graphic Novel,72,51
2019-11,South Gloucestershire,Adult Non Fiction,3479,4947
2019-11,South Gloucestershire,Adult Spoken Word,736,315
2019-11,South Gloucestershire,B.O.P.,267,273
2019-11,South Gloucestershire,Boxed Set 12 DVD,3,3
2019-11,South Gloucestershire,Boxed Set 15 DVD,6,5
2019-11,South Gloucestershire,Boxed Set 18 DVD,7,0
2019-11,South Gloucestershire,Boxed Set PG DVD,2,0
2019-11,South Gloucestershire,Boxed Set U DVD,6,1
2019-11,South Gloucestershire,Child Fiction,18961,9744
2019-11,South Gloucestershire,Child Non Fiction,2120,1806
2019-11,South Gloucestershire,Child Spoken Word,229,156
2019-11,South Gloucestershire,Classification Exempt,5,2
2019-11,South Gloucestershire,Drama Set,1,4
2019-11,South Gloucestershire,Drama single copy,3,3
2019-11,South Gloucestershire,Equipment,11,16
2019-11,South Gloucestershire,Fastrack,685,466
2019-11,South Gloucestershire,ILL,4,0
2019-11,South Gloucestershire,Language Course,6,5
2019-11,South Gloucestershire,Large Print - Adult Fiction,1457,621
2019-11,South Gloucestershire,Large Print - Adult Non Fiction,70,40
2019-11,South Gloucestershire,Large Print - Children,40,22
2019-11,South Gloucestershire,Music CD,45,28
2019-11,South Gloucestershire,Music Score,17,56
2019-11,South Gloucestershire,PG DVD Standard,187,25
2019-11,South Gloucestershire,U DVD Standard,220,38
2019-11,South Gloucestershire,YA / Teen Fiction,477,502
2019-11,South Gloucestershire,YA / Teen Non Fiction,28,27
2019-12,Bath and North East Somerset,12 DVD Standard,84,7
2019-12,Bath and North East Somerset,15 DVD Standard,66,11
2019-12,Bath and North East Somerset,18 DVD Standard,22,2
2019-12,Bath and North East Somerset,Adult Fiction,7091,4802
2019-12,Bath and North East Somerset,Adult Graphic Novel,64,39
2019-12,Bath and North East Somerset,Adult Non Fiction,2450,3499
2019-12,Bath and North East Somerset,Adult Spoken Word,324,117
2019-12,Bath and North East Somerset,B.O.P.,16,21
2019-12,Bath and North East Somerset,Boxed Set 12 DVD,4,0
2019-12,Bath and North East Somerset,Boxed Set 15 DVD,3,0
2019-12,Bath and North East Somerset,Boxed Set 18 DVD,4,0
2019-12,Bath and North East Somerset,Boxed Set PG DVD,1,0
2019-12,Bath and North East Somerset,Child Fiction,6325,4122
2019-12,Bath and North East Somerset,Child Non Fiction,492,497
2019-12,Bath and North East Somerset,Child Spoken Word,97,137
2019-12,Bath and North East Somerset,Classification Exempt,1,0
2019-12,Bath and North East Somerset,Drama Set,1,1
2019-12,Bath and North East Somerset,Drama single copy,4,10
2019-12,Bath and North East Somerset,Language Course,7,1
2019-12,Bath and North East Somerset,Large Print - Adult Fiction,574,334
2019-12,Bath and North East Somerset,Large Print - Adult Non Fiction,43,38
2019-12,Bath and North East Somerset,Large Print - Children,6,3
2019-12,Bath and North East Somerset,Music CD,23,1
2019-12,Bath and North East Somerset,Music Score,15,31
2019-12,Bath and North East Somerset,PG DVD Standard,45,0
2019-12,Bath and North East Somerset,U DVD Standard,40,7
2019-12,Bath and North East Somerset,YA / Teen Fiction,465,523
2019-12,Bath and North East Somerset,YA / Teen Non Fiction,9,14
2019-12,Bristol,12 DVD Standard,327,20
2019-12,Bristol,15 DVD Standard,402,24
2019-12,Bristol,18 DVD Standard,66,2
2019-12,Bristol,Adult Fiction,17103,13545
2019-12,Bristol,Adult Graphic Novel,786,498
2019-12,Bristol,Adult Non Fiction,8086,13041
2019-12,Bristol,Adult Reference,1,2
2019-12,Bristol,Adult Spoken Word,804,413
2019-12,Bristol,B.O.P.,53,82
2019-12,Bristol,Boxed Set 12 DVD,8,0
2019-12,Bristol,Boxed Set 15 DVD,27,1
2019-12,Bristol,Boxed Set 18 DVD,16,0
2019-12,Bristol,Boxed Set PG DVD,2,0
2019-12,Bristol,Boxed Set U DVD,1,0
2019-12,Bristol,Child Fiction,19281,11733
2019-12,Bristol,Child Non Fiction,1857,1750
2019-12,Bristol,Child Spoken Word,229,198
2019-12,Bristol,Classification Exempt,7,1
2019-12,Bristol,Drama Set,14,0
2019-12,Bristol,Drama single copy,58,53
2019-12,Bristol,Equipment,1,0
2019-12,Bristol,Fastrack,100,3
2019-12,Bristol,Language Course,19,18
2019-12,Bristol,Large Print - Adult Fiction,657,417
2019-12,Bristol,Large Print - Adult Non Fiction,67,67
2019-12,Bristol,Large Print - Children,31,31
2019-12,Bristol,Music CD,367,86
2019-12,Bristol,Music Score,101,252
2019-12,Bristol,PG DVD Standard,236,6
2019-12,Bristol,U DVD Standard,280,10
2019-12,Bristol,YA / Teen Fiction,898,978
2019-12,Bristol,YA / Teen Non Fiction,56,98
2019-12,Dorset,12 DVD Standard,197,0
2019-12,Dorset,15 DVD Standard,152,7
2019-12,Dorset,18 DVD Standard,27,1
2019-12,Dorset,Adult Fiction,28527,12713
2019-12,Dorset,Adult Graphic Novel,57,64
2019-12,Dorset,Adult Non Fiction,6934,6484
2019-12,Dorset,Adult Spoken Word,1946,494
2019-12,Dorset,B.O.P.,29,49
2019-12,Dorset,Boxed Set 15 DVD,5,0
2019-12,Dorset,Boxed Set 18 DVD,8,0
2019-12,Dorset,Child Fiction,10870,4663
2019-12,Dorset,Child Non Fiction,1194,771
2019-12,Dorset,Child Spoken Word,153,27
2019-12,Dorset,Classification Exempt,17,0
2019-12,Dorset,Drama Set,21,0
2019-12,Dorset,Drama single copy,11,6
2019-12,Dorset,Equipment,1,0
2019-12,Dorset,Fastrack,2,0
2019-12,Dorset,ILL,13,0
2019-12,Dorset,Language Course,5,3
2019-12,Dorset,Large Print - Adult Fiction,3463,1121
2019-12,Dorset,Large Print - Adult Non Fiction,461,129
2019-12,Dorset,Large Print - Children,31,12
2019-12,Dorset,Music CD,65,3
2019-12,Dorset,Music Score,35,72
2019-12,Dorset,PG DVD Standard,106,0
2019-12,Dorset,Reading Group Set,1480,24
2019-12,Dorset,U DVD Standard,68,1
2019-12,Dorset,YA / Teen Fiction,585,483
2019-12,Dorset,YA / Teen Non Fiction,41,36
2019-12,North Somerset,12 DVD Standard,97,1
2019-12,North Somerset,15 DVD Standard,75,0
2019-12,North Somerset,18 DVD Standard,17,0
2019-12,North Somerset,Adult Fiction,10512,6287
2019-12,North Somerset,Adult Graphic Novel,34,80
2019-12,North Somerset,Adult Non Fiction,2599,3200
2019-12,North Somerset,Adult Spoken Word,694,180
2019-12,North Somerset,B.O.P.,40,38
2019-12,North Somerset,Boxed Set 12 DVD,2,0
2019-12,North Somerset,Boxed Set 15 DVD,1,0
2019-12,North Somerset,Boxed Set 18 DVD,3,0
2019-12,North Somerset,Boxed Set EX DVD,1,0
2019-12,North Somerset,Child Fiction,6613,4590
2019-12,North Somerset,Child Non Fiction,748,790
2019-12,North Somerset,Child Spoken Word,169,140
2019-12,North Somerset,Classification Exempt,2,0
2019-12,North Somerset,Drama Set,1,0
2019-12,North Somerset,Drama single copy,1,1
2019-12,North Somerset,Equipment,1,0
2019-12,North Somerset,ILL,1,0
2019-12,North Somerset,Language Course,2,1
2019-12,North Somerset,Large Print - Adult Fiction,1272,578
2019-12,North Somerset,Large Print - Adult Non Fiction,136,70
2019-12,North Somerset,Large Print - Children,16,22
2019-12,North Somerset,Music CD,21,0
2019-12,North Somerset,Music Score,9,14
2019-12,North Somerset,PG DVD Standard,84,2
2019-12,North Somerset,U DVD Standard,99,4
2019-12,North Somerset,YA / Teen Fiction,236,223
2019-12,North Somerset,YA / Teen Non Fiction,7,22
2019-12,Poole,12 DVD Standard,107,15
2019-12,Poole,15 DVD Standard,85,3
2019-12,Poole,18 DVD Standard,14,1
2019-12,Poole,Adult Fiction,8477,5362
2019-12,Poole,Adult Graphic Novel,10,2
2019-12,Poole,Adult Non Fiction,2153,2498
2019-12,Poole,Adult Spoken Word,533,127
2019-12,Poole,B.O.P.,24,16
2019-12,Poole,Boxed Set 12 DVD,5,0
2019-12,Poole,Boxed Set 15 DVD,12,0
2019-12,Poole,Boxed Set 18 DVD,3,0
2019-12,Poole,Boxed Set PG DVD,3,0
2019-12,Poole,Boxed Set U DVD,1,0
2019-12,Poole,Child Fiction,5627,2775
2019-12,Poole,Child Non Fiction,677,496
2019-12,Poole,Child Spoken Word,55,28
2019-12,Poole,ILL,1,0
2019-12,Poole,Language Course,1,0
2019-12,Poole,Large Print - Adult Fiction,1021,505
2019-12,Poole,Large Print - Adult Non Fiction,160,75
2019-12,Poole,Large Print - Children,8,4
2019-12,Poole,Music CD,58,2
2019-12,Poole,Music Score,3,9
2019-12,Poole,PG DVD Standard,56,3
2019-12,Poole,Reading Group Set,5,5
2019-12,Poole,U DVD Standard,54,8
2019-12,Poole,Visual Material,1,1
2019-12,Poole,YA / Teen Fiction,244,158
2019-12,Poole,YA / Teen Non Fiction,27,34
2019-12,Somerset,12 DVD Standard,355,22
2019-12,Somerset,15 DVD Standard,293,15
2019-12,Somerset,18 DVD Standard,68,1
2019-12,Somerset,Adult Fiction,31744,18684
2019-12,Somerset,Adult Graphic Novel,165,155
2019-12,Somerset,Adult Non Fiction,7085,8929
