month_issued,authority,item_type,issues,renewals
2019-02,Poole,Language Course,3,2
2019-02,Poole,Large Print - Adult Fiction,1124,378
2019-02,Poole,Large Print - Adult Non Fiction,155,74
2019-02,Poole,Large Print - Children,14,14
2019-02,Poole,Music CD,101,7
2019-02,Poole,Music Score,2,1
2019-02,Poole,PG DVD Standard,85,3
2019-02,Poole,Reading Group Set,3,0
2019-02,Poole,U DVD Standard,79,10
2019-02,Poole,Visual Material,7,4
2019-02,Poole,YA / Teen Fiction,339,276
2019-02,Poole,YA / Teen Non Fiction,56,42
2019-02,Somerset,12 DVD Standard,430,18
2019-02,Somerset,15 DVD Standard,510,12
2019-02,Somerset,18 DVD Standard,43,1
2019-02,Somerset,Adult Fiction,33789,19880
2019-02,Somerset,Adult Graphic Novel,201,145
2019-02,Somerset,Adult Non Fiction,10015,14060
2019-02,Somerset,Adult Reference,6,3
2019-02,Somerset,Adult Spoken Word,1612,520
2019-02,Somerset,B.O.P.,207,271
2019-02,Somerset,Boxed Set 12 DVD,12,4
2019-02,Somerset,Boxed Set 15 DVD,24,8
2019-02,Somerset,Boxed Set 18 DVD,15,1
2019-02,Somerset,Boxed Set PG DVD,3,1
2019-02,Somerset,Boxed Set U DVD,1,0
2019-02,Somerset,Child Fiction,27293,20107
2019-02,Somerset,Child Non Fiction,2862,3123
2019-02,Somerset,Child Spoken Word,294,183
2019-02,Somerset,Classification Exempt,7,2
2019-02,Somerset,Drama single copy,544,232
2019-02,Somerset,Equipment,2,9
2019-02,Somerset,ILL,2,1
2019-02,Somerset,Language Course,35,18
2019-02,Somerset,Large Print - Adult Fiction,3313,1410
2019-02,Somerset,Large Print - Adult Non Fiction,252,168
2019-02,Somerset,Large Print - Children,22,45
2019-02,Somerset,Music CD,97,17
2019-02,Somerset,Music Score,159,370
2019-02,Somerset,Music Set,79,2
2019-02,Somerset,PG DVD Standard,261,9
2019-02,Somerset,Reading Group Set,9,2
2019-02,Somerset,U DVD Standard,287,15
2019-02,Somerset,YA / Teen Fiction,1065,1367
2019-02,Somerset,YA / Teen Non Fiction,26,27
2019-02,South Gloucestershire,12 DVD Standard,285,45
2019-02,South Gloucestershire,15 DVD Standard,253,18
2019-02,South Gloucestershire,18 DVD Standard,24,14
2019-02,South Gloucestershire,Adult Fiction,12723,8440
2019-02,South Gloucestershire,Adult Graphic Novel,85,78
2019-02,South Gloucestershire,Adult Non Fiction,3715,5181
2019-02,South Gloucestershire,Adult Spoken Word,625,175
2019-02,South Gloucestershire,B.O.P.,138,182
2019-02,South Gloucestershire,Boxed Set 12 DVD,2,0
2019-02,South Gloucestershire,Boxed Set 15 DVD,10,1
2019-02,South Gloucestershire,Boxed Set 18 DVD,6,3
2019-02,South Gloucestershire,Boxed Set EX DVD,1,1
2019-02,South Gloucestershire,Boxed Set PG DVD,3,2
2019-02,South Gloucestershire,Boxed Set U DVD,6,1
2019-02,South Gloucestershire,Child Fiction,16549,9339
2019-02,South Gloucestershire,Child Non Fiction,1969,1645
2019-02,South Gloucestershire,Child Reference,3,0
2019-02,South Gloucestershire,Child Spoken Word,342,313
2019-02,South Gloucestershire,Classification Exempt,5,10
2019-02,South Gloucestershire,Drama single copy,13,13
2019-02,South Gloucestershire,Equipment,4,10
2019-02,South Gloucestershire,Fastrack,474,267
2019-02,South Gloucestershire,ILL,6,0
2019-02,South Gloucestershire,Language Course,18,22
2019-02,South Gloucestershire,Large Print - Adult Fiction,1437,767
2019-02,South Gloucestershire,Large Print - Adult Non Fiction,87,56
2019-02,South Gloucestershire,Large Print - Children,31,19
2019-02,South Gloucestershire,Music CD,54,22
2019-02,South Gloucestershire,Music Score,7,46
2019-02,South Gloucestershire,PG DVD Standard,177,25
2019-02,South Gloucestershire,Reading Group Set,3,1
2019-02,South Gloucestershire,U DVD Standard,231,27
2019-02,South Gloucestershire,YA / Teen Fiction,665,808
2019-02,South Gloucestershire,YA / Teen Non Fiction,19,27
2019-03,Bath and North East Somerset,12 DVD Standard,130,7
2019-03,Bath and North East Somerset,15 DVD Standard,132,11
2019-03,Bath and North East Somerset,18 DVD Standard,40,0
2019-03,Bath and North East Somerset,Adult Fiction,8501,5497
2019-03,Bath and North East Somerset,Adult Graphic Novel,69,53
2019-03,Bath and North East Somerset,Adult Non Fiction,4143,7131
2019-03,Bath and North East Somerset,Adult Reference,2,0
2019-03,Bath and North East Somerset,Adult Spoken Word,430,140
2019-03,Bath and North East Somerset,B.O.P.,50,77
2019-03,Bath and North East Somerset,Boxed Set 12 DVD,2,0
2019-03,Bath and North East Somerset,Boxed Set 15 DVD,11,0
2019-03,Bath and North East Somerset,Boxed Set 18 DVD,11,0
2019-03,Bath and North East Somerset,Child Fiction,9152,6606
2019-03,Bath and North East Somerset,Child Non Fiction,935,925
2019-03,Bath and North East Somerset,Child Spoken Word,190,184
2019-03,Bath and North East Somerset,Classification Exempt,12,3
2019-03,Bath and North East Somerset,Drama Set,1,0
2019-03,Bath and North East Somerset,Fastrack,2,0
2019-03,Bath and North East Somerset,Language Course,20,16
2019-03,Bath and North East Somerset,Large Print - Adult Fiction,695,268
2019-03,Bath and North East Somerset,Large Print - Adult Non Fiction,73,53
2019-03,Bath and North East Somerset,Large Print - Children,11,24
2019-03,Bath and North East Somerset,Music CD,87,4
2019-03,Bath and North East Somerset,Music Score,32,20
2019-03,Bath and North East Somerset,PG DVD Standard,99,5
2019-03,Bath and North East Somerset,Reading Group Set,4,1
2019-03,Bath and North East Somerset,U DVD Standard,60,9
2019-03,Bath and North East Somerset,YA / Teen Fiction,537,580
2019-03,Bath and North East Somerset,YA / Teen Non Fiction,9,11
2019-03,Bristol,Unknown,1,0
2019-03,Bristol,12 DVD Standard,440,12
2019-03,Bristol,15 DVD Standard,567,20
2019-03,Bristol,18 DVD Standard,78,2
2019-03,Bristol,Adult Fiction,20010,14976
2019-03,Bristol,Adult Graphic Novel,929,930
2019-03,Bristol,Adult Non Fiction,11038,20173
2019-03,Bristol,Adult Reference,3,4
2019-03,Bristol,Adult Spoken Word,1035,403
2019-03,Bristol,B.O.P.,106,183
2019-03,Bristol,Boxed Set 12 DVD,13,0
2019-03,Bristol,Boxed Set 15 DVD,31,1
2019-03,Bristol,Boxed Set 18 DVD,35,0
2019-03,Bristol,Boxed Set EX DVD,1,0
2019-03,Bristol,Boxed Set PG DVD,1,0
2019-03,Bristol,Boxed Set U DVD,3,0
2019-03,Bristol,Child Fiction,29725,16757
2019-03,Bristol,Child Non Fiction,2792,2365
2019-03,Bristol,Child Spoken Word,315,237
2019-03,Bristol,Classification Exempt,7,0
2019-03,Bristol,Drama Set,21,8
2019-03,Bristol,Drama single copy,63,84
2019-03,Bristol,Equipment,8,16
2019-03,Bristol,Fastrack,20,0
2019-03,Bristol,ILL,1,1
2019-03,Bristol,Language Course,43,48
2019-03,Bristol,Large Print - Adult Fiction,962,565
2019-03,Bristol,Large Print - Adult Non Fiction,74,107
2019-03,Bristol,Large Print - Children,59,47
2019-03,Bristol,Music CD,382,68
2019-03,Bristol,Music Score,183,471
2019-03,Bristol,PG DVD Standard,320,11
2019-03,Bristol,Reading Group Set,6,10
2019-03,Bristol,U DVD Standard,327,10
2019-03,Bristol,YA / Teen Fiction,1015,1316
2019-03,Bristol,YA / Teen Non Fiction,52,97
2019-03,Dorset,12 DVD Standard,257,5
2019-03,Dorset,15 DVD Standard,213,1
2019-03,Dorset,18 DVD Standard,22,0
2019-03,Dorset,Adult Fiction,33047,12416
2019-03,Dorset,Adult Graphic Novel,56,48
2019-03,Dorset,Adult Non Fiction,9060,8352
2019-03,Dorset,Adult Reference,6,1
2019-03,Dorset,Adult Spoken Word,1982,397
2019-03,Dorset,B.O.P.,38,49
2019-03,Dorset,Boxed Set 12 DVD,2,1
2019-03,Dorset,Boxed Set 15 DVD,10,1
2019-03,Dorset,Boxed Set 18 DVD,7,0
2019-03,Dorset,Boxed Set PG DVD,2,0
2019-03,Dorset,Child Fiction,14734,6127
2019-03,Dorset,Child Non Fiction,1902,1282
2019-03,Dorset,Child Reference,1,0
2019-03,Dorset,Child Spoken Word,223,96
2019-03,Dorset,Classification Exempt,17,1
2019-03,Dorset,Drama Set,26,1
2019-03,Dorset,Drama single copy,19,11
2019-03,Dorset,Equipment,1,0
2019-03,Dorset,Language Course,16,5
2019-03,Dorset,Large Print - Adult Fiction,4323,1279
2019-03,Dorset,Large Print - Adult Non Fiction,499,157
2019-03,Dorset,Large Print - Children,56,50
2019-03,Dorset,Music CD,70,1
2019-03,Dorset,Music Score,52,147
2019-03,Dorset,PG DVD Standard,119,4
2019-03,Dorset,Reading Group Set,1760,61
2019-03,Dorset,U DVD Standard,63,0
2019-03,Dorset,YA / Teen Fiction,789,606
2019-03,Dorset,YA / Teen Non Fiction,63,55
2019-03,North Somerset,12 DVD Standard,194,5
2019-03,North Somerset,15 DVD Standard,162,1
2019-03,North Somerset,18 DVD Standard,12,0
2019-03,North Somerset,Adult Fiction,13214,7266
2019-03,North Somerset,Adult Graphic Novel,42,28
2019-03,North Somerset,Adult Non Fiction,3773,4927
2019-03,North Somerset,Adult Spoken Word,956,194
2019-03,North Somerset,B.O.P.,150,120
2019-03,North Somerset,Boxed Set 15 DVD,8,1
2019-03,North Somerset,Boxed Set 18 DVD,3,0
2019-03,North Somerset,Boxed Set PG DVD,1,0
2019-03,North Somerset,Child Fiction,10351,6722
2019-03,North Somerset,Child Non Fiction,1195,1105
2019-03,North Somerset,Child Reference,1,0
2019-03,North Somerset,Child Spoken Word,207,179
2019-03,North Somerset,Classification Exempt,2,0
2019-03,North Somerset,Drama Set,3,0
2019-03,North Somerset,Drama single copy,4,1
2019-03,North Somerset,Equipment,2,9
2019-03,North Somerset,Language Course,6,4
2019-03,North Somerset,Large Print - Adult Fiction,1948,742
2019-03,North Somerset,Large Print - Adult Non Fiction,201,71
2019-03,North Somerset,Large Print - Children,39,31
2019-03,North Somerset,Music CD,51,2
2019-03,North Somerset,Music Score,36,122
2019-03,North Somerset,PG DVD Standard,141,0
2019-03,North Somerset,Reading Group Set,3,1
2019-03,North Somerset,U DVD Standard,149,2
2019-03,North Somerset,YA / Teen Fiction,408,399
2019-03,North Somerset,YA / Teen Non Fiction,15,12
2019-03,Poole,12 DVD Standard,142,5
2019-03,Poole,15 DVD Standard,150,7
2019-03,Poole,18 DVD Standard,13,1
2019-03,Poole,Adult Fiction,10642,6257
2019-03,Poole,Adult Graphic Novel,21,7
2019-03,Poole,Adult Non Fiction,3356,4247
2019-03,Poole,Adult Spoken Word,593,149
2019-03,Poole,B.O.P.,44,13
2019-03,Poole,Boxed Set 12 DVD,6,0
2019-03,Poole,Boxed Set 15 DVD,20,2
2019-03,Poole,Boxed Set 18 DVD,5,2
2019-03,Poole,Boxed Set PG DVD,1,2
2019-03,Poole,Child Fiction,8739,3581
2019-03,Poole,Child Non Fiction,1055,582
2019-03,Poole,Child Spoken Word,89,46
2019-03,Poole,Drama single copy,2,3
2019-03,Poole,Language Course,2,1
2019-03,Poole,Large Print - Adult Fiction,1310,472
2019-03,Poole,Large Print - Adult Non Fiction,187,74
2019-03,Poole,Large Print - Children,13,9
2019-03,Poole,Music CD,180,42
2019-03,Poole,Music Score,1,0
2019-03,Poole,PG DVD Standard,61,1
2019-03,Poole,Reading Group Set,9,9
2019-03,Poole,U DVD Standard,77,4
2019-03,Poole,Visual Material,8,1
2019-03,Poole,YA / Teen Fiction,278,198
2019-03,Poole,YA / Teen Non Fiction,46,40
2019-03,Somerset,12 DVD Standard,560,16
2019-03,Somerset,15 DVD Standard,501,25
2019-03,Somerset,18 DVD Standard,52,0
2019-03,Somerset,Adult Fiction,37646,21203
2019-03,Somerset,Adult Graphic Novel,231,209
2019-03,Somerset,Adult Non Fiction,10942,14760
2019-03,Somerset,Adult Reference,5,0
2019-03,Somerset,Adult Spoken Word,1818,720
2019-03,Somerset,B.O.P.,225,267
2019-03,Somerset,Boxed Set 12 DVD,6,0
2019-03,Somerset,Boxed Set 15 DVD,28,0
2019-03,Somerset,Boxed Set 18 DVD,10,1
2019-03,Somerset,Boxed Set PG DVD,2,3
2019-03,Somerset,Boxed Set U DVD,2,0
2019-03,Somerset,Child Fiction,27899,18279
2019-03,Somerset,Child Non Fiction,2959,2941
2019-03,Somerset,Child Spoken Word,310,193
2019-03,Somerset,Classification Exempt,7,0
2019-03,Somerset,Drama single copy,475,41
2019-03,Somerset,Equipment,2,0
2019-03,Somerset,Language Course,33,20
2019-03,Somerset,Large Print - Adult Fiction,3709,1435
2019-03,Somerset,Large Print - Adult Non Fiction,257,196
2019-03,Somerset,Large Print - Children,20,33
2019-03,Somerset,Music CD,82,17
2019-03,Somerset,Music Score,162,322
2019-03,Somerset,Music Set,73,2
2019-03,Somerset,PG DVD Standard,299,10
2019-03,Somerset,Reading Group Set,5,0
2019-03,Somerset,U DVD Standard,243,19
2019-03,Somerset,YA / Teen Fiction,1172,1227
2019-03,Somerset,YA / Teen Non Fiction,31,34
2019-03,South Gloucestershire,12 DVD Standard,282,24
2019-03,South Gloucestershire,15 DVD Standard,258,67
2019-03,South Gloucestershire,18 DVD Standard,30,1
2019-03,South Gloucestershire,Adult Fiction,14303,9221
2019-03,South Gloucestershire,Adult Graphic Novel,84,51
2019-03,South Gloucestershire,Adult Non Fiction,4525,6828
2019-03,South Gloucestershire,Adult Reference,1,0
2019-03,South Gloucestershire,Adult Spoken Word,737,266
2019-03,South Gloucestershire,B.O.P.,162,220
2019-03,South Gloucestershire,Boxed Set 12 DVD,3,0
2019-03,South Gloucestershire,Boxed Set 15 DVD,23,10
2019-03,South Gloucestershire,Boxed Set 18 DVD,11,2
2019-03,South Gloucestershire,Boxed Set EX DVD,3,9
2019-03,South Gloucestershire,Boxed Set PG DVD,3,1
2019-03,South Gloucestershire,Boxed Set U DVD,4,0
2019-03,South Gloucestershire,Child Fiction,17524,8739
2019-03,South Gloucestershire,Child Non Fiction,1972,1678
2019-03,South Gloucestershire,Child Spoken Word,341,255
2019-03,South Gloucestershire,Classification Exempt,3,1
2019-03,South Gloucestershire,Drama Set,2,2
2019-03,South Gloucestershire,Drama single copy,15,4
2019-03,South Gloucestershire,Equipment,8,23
2019-03,South Gloucestershire,Fastrack,536,342
2019-03,South Gloucestershire,ILL,2,0
2019-03,South Gloucestershire,Language Course,21,29
2019-03,South Gloucestershire,Large Print - Adult Fiction,1476,555
2019-03,South Gloucestershire,Large Print - Adult Non Fiction,73,37
2019-03,South Gloucestershire,Large Print - Children,18,20
2019-03,South Gloucestershire,Music CD,43,35
2019-03,South Gloucestershire,Music Score,13,21
2019-03,South Gloucestershire,PG DVD Standard,176,29
2019-03,South Gloucestershire,Reading Group Set,2,1
2019-03,South Gloucestershire,U DVD Standard,225,59
2019-03,South Gloucestershire,YA / Teen Fiction,691,747
2019-03,South Gloucestershire,YA / Teen Non Fiction,22,39
2019-04,Bath and North East Somerset,12 DVD Standard,121,6
2019-04,Bath and North East Somerset,15 DVD Standard,110,3
2019-04,Bath and North East Somerset,18 DVD Standard,12,0
2019-04,Bath and North East Somerset,Adult Fiction,8139,5169
2019-04,Bath and North East Somerset,Adult Graphic Novel,71,103
2019-04,Bath and North East Somerset,Adult Non Fiction,3504,5559
2019-04,Bath and North East Somerset,Adult Reference,2,0
2019-04,Bath and North East Somerset,Adult Spoken Word,392,133
2019-04,Bath and North East Somerset,B.O.P.,30,46
2019-04,Bath and North East Somerset,Boxed Set 12 DVD,8,2
2019-04,Bath and North East Somerset,Boxed Set 15 DVD,15,0
2019-04,Bath and North East Somerset,Boxed Set 18 DVD,11,0
2019-04,Bath and North East Somerset,Boxed Set EX DVD,13,0
2019-04,Bath and North East Somerset,Boxed Set PG DVD,12,0
2019-04,Bath and North East Somerset,Boxed Set U DVD,12,1
2019-04,Bath and North East Somerset,Child Fiction,9859,6831
2019-04,Bath and North East Somerset,Child Non Fiction,865,754
2019-04,Bath and North East Somerset,Child Spoken Word,238,190
2019-04,Bath and North East Somerset,Classification Exempt,8,2
2019-04,Bath and North East Somerset,Drama Set,1,0
2019-04,Bath and North East Somerset,Drama single copy,3,0
2019-04,Bath and North East Somerset,Fastrack,2,2
2019-04,Bath and North East Somerset,Language Course,10,1
2019-04,Bath and North East Somerset,Large Print - Adult Fiction,643,219
2019-04,Bath and North East Somerset,Large Print - Adult Non Fiction,67,53
2019-04,Bath and North East Somerset,Large Print - Children,25,15
2019-04,Bath and North East Somerset,Music CD,92,7
2019-04,Bath and North East Somerset,Music Score,9,13
2019-04,Bath and North East Somerset,PG DVD Standard,87,5
2019-04,Bath and North East Somerset,Reading Group Set,8,2
2019-04,Bath and North East Somerset,U DVD Standard,93,3
2019-04,Bath and North East Somerset,YA / Teen Fiction,581,685
2019-04,Bath and North East Somerset,YA / Teen Non Fiction,15,15
2019-04,Bristol,12 DVD Standard,455,7
2019-04,Bristol,15 DVD Standard,465,10
2019-04,Bristol,18 DVD Standard,49,2
2019-04,Bristol,Adult Fiction,19758,14692
2019-04,Bristol,Adult Graphic Novel,900,744
2019-04,Bristol,Adult Non Fiction,10616,18638
2019-04,Bristol,Adult Reference,1,0
2019-04,Bristol,Adult Spoken Word,1039,436
2019-04,Bristol,B.O.P.,80,135
2019-04,Bristol,Boxed Set 12 DVD,8,0
2019-04,Bristol,Boxed Set 15 DVD,32,0
2019-04,Bristol,Boxed Set 18 DVD,17,0
2019-04,Bristol,Boxed Set PG DVD,3,1
2019-04,Bristol,Boxed Set U DVD,4,0
2019-04,Bristol,Child Fiction,27564,16543
2019-04,Bristol,Child Non Fiction,2685,2601
2019-04,Bristol,Child Spoken Word,429,295
2019-04,Bristol,Classification Exempt,3,1
2019-04,Bristol,Drama Set,14,26
2019-04,Bristol,Drama single copy,105,144
2019-04,Bristol,Equipment,13,26
2019-04,Bristol,Fastrack,26,2
2019-04,Bristol,Language Course,37,53
2019-04,Bristol,Large Print - Adult Fiction,963,541
2019-04,Bristol,Large Print - Adult Non Fiction,72,64
2019-04,Bristol,Large Print - Children,53,42
2019-04,Bristol,Music CD,278,78
2019-04,Bristol,Music Score,165,567
2019-04,Bristol,PG DVD Standard,280,4
2019-04,Bristol,Reading Group Set,2,0
2019-04,Bristol,U DVD Standard,325,9
2019-04,Bristol,YA / Teen Fiction,1148,1254
2019-04,Bristol,YA / Teen Non Fiction,57,104
2019-04,Dorset,12 DVD Standard,237,3
2019-04,Dorset,15 DVD Standard,180,2
2019-04,Dorset,18 DVD Standard,15,1
2019-04,Dorset,Adult Fiction,31273,11312
2019-04,Dorset,Adult Graphic Novel,44,26
2019-04,Dorset,Adult Non Fiction,8027,8407
2019-04,Dorset,Adult Reference,8,0
2019-04,Dorset,Adult Spoken Word,1981,410
2019-04,Dorset,B.O.P.,39,37
2019-04,Dorset,Boxed Set 12 DVD,4,2
2019-04,Dorset,Boxed Set 15 DVD,7,0
2019-04,Dorset,Boxed Set 18 DVD,7,0
2019-04,Dorset,Boxed Set U DVD,1,0
2019-04,Dorset,Child Fiction,14691,5718
2019-04,Dorset,Child Non Fiction,1861,1201
2019-04,Dorset,Child Spoken Word,282,39
2019-04,Dorset,Classification Exempt,31,0
2019-04,Dorset,Drama Set,23,0
2019-04,Dorset,Drama single copy,18,8
2019-04,Dorset,Language Course,15,1
2019-04,Dorset,Large Print - Adult Fiction,4129,1196
2019-04,Dorset,Large Print - Adult Non Fiction,458,131
2019-04,Dorset,Large Print - Children,56,11
2019-04,Dorset,Music CD,51,1
2019-04,Dorset,Music Score,22,17
2019-04,Dorset,PG DVD Standard,115,3
2019-04,Dorset,Reading Group Set,1664,60
2019-04,Dorset,U DVD Standard,82,0
2019-04,Dorset,YA / Teen Fiction,967,556
2019-04,Dorset,YA / Teen Non Fiction,53,80
2019-04,North Somerset,12 DVD Standard,175,1
2019-04,North Somerset,15 DVD Standard,95,2
2019-04,North Somerset,18 DVD Standard,12,1
2019-04,North Somerset,Adult Fiction,12668,6998
2019-04,North Somerset,Adult Graphic Novel,76,108
2019-04,North Somerset,Adult Non Fiction,3429,4422
2019-04,North Somerset,Adult Spoken Word,927,240
2019-04,North Somerset,B.O.P.,98,99
2019-04,North Somerset,Boxed Set 12 DVD,1,0
2019-04,North Somerset,Boxed Set 15 DVD,4,0
2019-04,North Somerset,Boxed Set 18 DVD,4,2
2019-04,North Somerset,Child Fiction,10388,6171
2019-04,North Somerset,Child Non Fiction,1205,1048
2019-04,North Somerset,Child Reference,1,0
2019-04,North Somerset,Child Spoken Word,278,261
2019-04,North Somerset,Drama single copy,1,6
2019-04,North Somerset,Equipment,2,1
2019-04,North Somerset,Language Course,4,1
2019-04,North Somerset,Large Print - Adult Fiction,2016,596
2019-04,North Somerset,Large Print - Adult Non Fiction,198,71
2019-04,North Somerset,Large Print - Children,34,40
2019-04,North Somerset,Music CD,48,0
2019-04,North Somerset,Music Score,29,125
2019-04,North Somerset,PG DVD Standard,133,5
2019-04,North Somerset,Reading Group Set,3,2
2019-04,North Somerset,U DVD Standard,134,2
2019-04,North Somerset,YA / Teen Fiction,452,537
2019-04,North Somerset,YA / Teen Non Fiction,5,1
2019-04,Poole,12 DVD Standard,119,11
2019-04,Poole,15 DVD Standard,106,30
2019-04,Poole,18 DVD Standard,5,1
2019-04,Poole,Adult Fiction,10230,5815
2019-04,Poole,Adult Graphic Novel,30,40
2019-04,Poole,Adult Non Fiction,3037,3707
2019-04,Poole,Adult Spoken Word,588,112
2019-04,Poole,B.O.P.,37,53
2019-04,Poole,Boxed Set 12 DVD,3,0
2019-04,Poole,Boxed Set 15 DVD,3,0
2019-04,Poole,Boxed Set 18 DVD,3,0
2019-04,Poole,Boxed Set PG DVD,2,0
2019-04,Poole,Child Fiction,9369,4337
2019-04,Poole,Child Non Fiction,1276,767
2019-04,Poole,Child Spoken Word,80,61
2019-04,Poole,Classification Exempt,2,2
2019-04,Poole,Drama single copy,3,7
2019-04,Poole,Language Course,10,5
2019-04,Poole,Large Print - Adult Fiction,1277,539
2019-04,Poole,Large Print - Adult Non Fiction,175,107
2019-04,Poole,Large Print - Children,16,6
2019-04,Poole,Music CD,128,18
2019-04,Poole,PG DVD Standard,70,2
2019-04,Poole,Reading Group Set,9,16
2019-04,Poole,U DVD Standard,77,9
2019-04,Poole,Visual Material,7,4
2019-04,Poole,YA / Teen Fiction,348,257
2019-04,Poole,YA / Teen Non Fiction,81,88
2019-04,Somerset,12 DVD Standard,530,33
2019-04,Somerset,15 DVD Standard,388,14
2019-04,Somerset,18 DVD Standard,30,2
2019-04,Somerset,Adult Fiction,37699,20464
2019-04,Somerset,Adult Graphic Novel,237,218
2019-04,Somerset,Adult Non Fiction,10462,13685
2019-04,Somerset,Adult Reference,6,11
2019-04,Somerset,Adult Spoken Word,1779,754
2019-04,Somerset,B.O.P.,202,338
2019-04,Somerset,Boxed Set 12 DVD,8,0
2019-04,Somerset,Boxed Set 15 DVD,15,1
2019-04,Somerset,Boxed Set 18 DVD,8,0
2019-04,Somerset,Boxed Set PG DVD,3,0
2019-04,Somerset,Boxed Set U DVD,3,0
2019-04,Somerset,Child Fiction,29319,19774
2019-04,Somerset,Child Non Fiction,3249,3006
2019-04,Somerset,Child Spoken Word,333,191
2019-04,Somerset,Classification Exempt,4,3
2019-04,Somerset,Drama Set,1,0
2019-04,Somerset,Drama single copy,308,41
2019-04,Somerset,Equipment,6,4
2019-04,Somerset,ILL,1,0
2019-04,Somerset,Language Course,36,40
2019-04,Somerset,Large Print - Adult Fiction,3461,1165
2019-04,Somerset,Large Print - Adult Non Fiction,249,208
2019-04,Somerset,Large Print - Children,30,45
2019-04,Somerset,Music CD,60,16
2019-04,Somerset,Music Score,92,194
2019-04,Somerset,Music Set,50,1
2019-04,Somerset,PG DVD Standard,285,8
2019-04,Somerset,Reading Group Set,7,2
2019-04,Somerset,U DVD Standard,299,22
2019-04,Somerset,YA / Teen Fiction,1336,1839
2019-04,Somerset,YA / Teen Non Fiction,25,31
2019-04,South Gloucestershire,Unknown,1,0
2019-04,South Gloucestershire,12 DVD Standard,299,55
2019-04,South Gloucestershire,15 DVD Standard,202,52
2019-04,South Gloucestershire,18 DVD Standard,22,2
2019-04,South Gloucestershire,Adult Fiction,14328,9387
2019-04,South Gloucestershire,Adult Graphic Novel,87,52
2019-04,South Gloucestershire,Adult Non Fiction,4112,5414
2019-04,South Gloucestershire,Adult Spoken Word,719,275
2019-04,South Gloucestershire,B.O.P.,141,148
2019-04,South Gloucestershire,Boxed Set 12 DVD,4,2
2019-04,South Gloucestershire,Boxed Set 15 DVD,13,5
2019-04,South Gloucestershire,Boxed Set 18 DVD,11,1
2019-04,South Gloucestershire,Boxed Set PG DVD,4,0
2019-04,South Gloucestershire,Boxed Set U DVD,5,1
2019-04,South Gloucestershire,Child Fiction,18883,10238
2019-04,South Gloucestershire,Child Non Fiction,2339,1847
2019-04,South Gloucestershire,Child Spoken Word,393,308
2019-04,South Gloucestershire,Classification Exempt,5,4
2019-04,South Gloucestershire,Drama Set,1,1
2019-04,South Gloucestershire,Drama single copy,1,1
2019-04,South Gloucestershire,Equipment,13,24
2019-04,South Gloucestershire,Fastrack,567,362
2019-04,South Gloucestershire,Language Course,23,38
2019-04,South Gloucestershire,Large Print - Adult Fiction,1572,643
2019-04,South Gloucestershire,Large Print - Adult Non Fiction,81,46
2019-04,South Gloucestershire,Large Print - Children,37,38
2019-04,South Gloucestershire,Music CD,60,18
2019-04,South Gloucestershire,Music Score,4,10
2019-04,South Gloucestershire,PG DVD Standard,194,33
2019-04,South Gloucestershire,Reading Group Set,1,1
2019-04,South Gloucestershire,U DVD Standard,283,55
2019-04,South Gloucestershire,YA / Teen Fiction,648,594
2019-04,South Gloucestershire,YA / Teen Non Fiction,25,20
2019-05,Bath and North East Somerset,12 DVD Standard,97,4
2019-05,Bath and North East Somerset,15 DVD Standard,92,5
2019-05,Bath and North East Somerset,18 DVD Standard,7,2
2019-05,Bath and North East Somerset,Adult Fiction,8408,5376
2019-05,Bath and North East Somerset,Adult Graphic Novel,68,70
2019-05,Bath and North East Somerset,Adult Non Fiction,3550,5697
2019-05,Bath and North East Somerset,Adult Reference,2,0
2019-05,Bath and North East Somerset,Adult Spoken Word,365,107
2019-05,Bath and North East Somerset,B.O.P.,35,63
2019-05,Bath and North East Somerset,Boxed Set 12 DVD,2,0
2019-05,Bath and North East Somerset,Boxed Set 15 DVD,8,0
2019-05,Bath and North East Somerset,Boxed Set 18 DVD,5,0
2019-05,Bath and North East Somerset,Child Fiction,8808,5822
2019-05,Bath and North East Somerset,Child Non Fiction,738,728
2019-05,Bath and North East Somerset,Child Reference,1,2
2019-05,Bath and North East Somerset,Child Spoken Word,190,147
2019-05,Bath and North East Somerset,Classification Exempt,2,2
2019-05,Bath and North East Somerset,Drama Set,3,1
2019-05,Bath and North East Somerset,Drama single copy,4,0
2019-05,Bath and North East Somerset,Equipment,1,0
2019-05,Bath and North East Somerset,Fastrack,3,0
2019-05,Bath and North East Somerset,Language Course,10,6
2019-05,Bath and North East Somerset,Large Print - Adult Fiction,652,267
2019-05,Bath and North East Somerset,Large Print - Adult Non Fiction,38,13
2019-05,Bath and North East Somerset,Large Print - Children,11,4
2019-05,Bath and North East Somerset,Music CD,55,2
2019-05,Bath and North East Somerset,Music Score,17,58
2019-05,Bath and North East Somerset,PG DVD Standard,52,3
2019-05,Bath and North East Somerset,Reading Group Set,5,3
2019-05,Bath and North East Somerset,U DVD Standard,57,5
2019-05,Bath and North East Somerset,YA / Teen Fiction,527,685
2019-05,Bath and North East Somerset,YA / Teen Non Fiction,14,13
2019-05,Bristol,Unknown,1,2
2019-05,Bristol,12 DVD Standard,411,10
2019-05,Bristol,15 DVD Standard,506,11
2019-05,Bristol,18 DVD Standard,57,3
2019-05,Bristol,Adult Fiction,20092,15640
